,SMILES
18038,CCCCn1cc(c2c1cccc2)[C@H]1CC(=O)N(C1=O)c1ccc(cc1)C
18039,CCOC(=O)CCn1c(cc(c2ccc(cc2)Cl)n1)N
18040,CC(=O)CCCCCCCCCCC1CCC(C1O)O
18041,C[C@@H]1c2cc(c(cc2CCN1C(=O)CSc1nccn1C)O)OC
18042,CCCCCOc1ccc(cc1OC)/C=C/[C@]12C(c3ccccc3N1CC(=O)N2)(C)C
18043,C[NH+]1CCN(CC1)Cc1cc(=O)oc2c1cc(c(c2)c1ccccc1)O
18044,Cc1cc2c(c(c(c(=O)o2)Cc2ccccc2)C)c2c1CCC(O2)(C)C
18045,N12[C@@H](C(=O)N[C@H]1CCCC2=O)CC(C)C
18046,c1ccc(cc1)NN/N=N/c1ccccc1
18047,CC(C)NC[C@H](COc1ccc(cc1)CC(=N)O)O
18048,[C@@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O[C@H](c1ccccc1)C[C@H]1N([C@@H](C[C@H](c2ccccc2)O)CCC1)C
18049,CCCC(CC(=O)O)C(=O)O
18050,C[C@@H]1c2c(sc(n2)NC(=O)CC(C)(C)C)C[C@]2([C@H]1[C@H]([C@H](CC2)[C@H](C)C(=O)NCCOC)O)C
18051,CCn1cc(c(=O)c2cnc(nc12)N1CCCC1)C(=O)O
18052,CN1Cc2ccc(c3c2[C@]2(C=C[C@H](C[C@H]2O3)O)[C@@H](C1)O)OC
18053,Cn1cccc1C(=O)N1CC[C@@H]([C@H]1C(=O)N1CCC[C@@H]1C(=O)OC)NC(=O)Nc1ccc(cc1F)F
18054,C1C[C@@H]2[C@H]3CC=CC(=O)N3C[C@]3([C@@H]2[N@@H+](C1)CCC3)O
18055,CC[C@@H](C)[C@@H](C(=O)[O-])NC(=O)[C@H]1CC[C@@H](CC1)CNC(=O)[C@H](C)[NH3+]
18056,CC(C)c1c2c(c(=O)c3c(o2)[C@@H](C=C[C@H]3c2ccc(cc2)NO)O)c(c2c1O[C@@H](C2)C(C)(C)O)OC1CCCC1
18057,CC(=O)NCCNC(=O)C[C@@H]1CC[NH2+]C[C@@H]1Cc1cc(on1)C(C)(C)C
18058,CCC(C)C(C(=O)NC1C(C)OC(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C(C)C)N(C)C(=O)C(C(C)O)NC(=O)C(CC(C)C)N(C)C(=O)C(C(C)C)NC(=O)C(CC(C)C)OC(=O)C(C(C)C)OC1=O)NC
18059,[C@H]12[C@]([C@@H](C(=C)CC2)CCC2=CC(=O)OC2)(C[C@@H]([C@H]([C@@]1(CO)C)OC(=O)/C(=C\C)/C)O)C
18060,CC(C)[C@H]1CC(C)(C)c2cc(C)c(cc12)C(=O)CCC(=O)O
18061,Cc1nc2cc(c(cc2c(=O)o1)OC)OC
18062,[C@@H]1([C@H]([C@H](O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)OC=C1C(=O)O)C=C)CCO
18063,Cc1cc(=NCCO)[nH]c(n1)n1c(C)cc(C)n1
18064,c1ccc(cc1)c1cc(=O)oc2c1ccc1c2CN(CO1)[C@@H]1CCCc2c1cccc2
18065,Cc1cc(cc(c1)COc1ccc2c(c(c(=O)oc2c1C)CCC(=O)N1CC[C@]2(CCCC[C@H]2C1)O)C)C
18066,CC(=O)O[C@@H]1CCc2cc(c(c3c2CCCO3)O)CN2C[C@H](C[C@H](CSSCCCCCC[C@@H](C1)O)[NH+]=C(N)N)CC2=O
18067,CO[C@@H]1CC(=O)C=CC[C@]1(/C=C\c1ccccc1)O
18068,CC(=O)N/C=C/c1ccccc1[N+](=O)[O-]
18069,C[C@@]1(CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@H]3[C@@]4(C[C@H]([C@H]([C@@]3(C)[C@@H](CO)O)O[C@H]3[C@@H]([C@H]([C@@H](CO3)O)O)O)OCc3ccc(cc3)C[NH2+]C)C)C)[C@@H]2C1)C)C(=O)[O-])CO
18070,CC(C)C[C@@H](C(=O)[O-])NC(=O)Nc1cccc(c1)C(=O)[O-]
18071,[C@@]12([C@H](OC(=O)C2)/C=C(/CCC=C(C)C)\C)C(=O)C[C@H]([C@H](C1)O)NC(=O)C
18072,c12c3c(OC(C=C3)(C)C)ccc1C[C@H](CO2)c1c(c(c(cc1)OC)O)OC
18073,COc1ccccc1NC(=O)C(C(F)(F)F)(F)F
18074,[C@]12([C@H]3[C@@H](C(=C[C@H]1C(=O)O[C@@H]1C[C@@]4(O[C@@H]([C@H]([C@H](C4)O)C)/C(=C/CC)/C)O[C@@H](C1)C/C=C(/C[C@H](/C=C/C=C/2\CO3)C)\C)C)O)O
18075,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@@H]([C@@H](C=O)[C@@H]1CC3)O
18076,COC(=O)CCCCCCC(=NN=Cc1ccccc1Cl)O
18077,C(=O)(/C=C/C(=O)OC)NCC(C)C
18078,CC[N@@+]12CC[C@@]34[C@@H]1C[C@@H](/C(=C\C)/C2)C(=C3Nc1c4cccc1)C=O
18079,CC[C@H]1CN(CC[C@H]1CC(=O)N1CCOCC1)C(=O)C(C)(C)C
18080,c1(c(cc(/C=C/c2ccccc2)cc1OC)OC)CC=C(C)C
18081,CC(=O)N1CCN(CC1)[C@@H]1[C@H]([C@@H]([C@H]2CO[C@@H]1O2)[NH2+]Cc1ccc(cc1)OC)O
18082,Cc1cccc2c1NC1(CCCCC1)C[C@H]2C
18083,C/C=C\1/C[N@H+]2[C@H]3C[C@@H]1[C@@]1([C@@H]2C[C@@]2([C@@H]3N(c3c2cccc3)C)[C@@H]1O)C(=O)OC
18084,C[C@@H]1[C@H](CC[C@]2([C@H]1[C@H]([C@H](CC2)[C@H](C)C(=O)NCc1ccccc1)O)C)NC(=O)c1ccccn1
18085,COC\C(CCC(C)=C(C)C)=C/CC1=CC(=CC=C1N)C(N)=O
18086,CC[C@](C)(C(=O)O[C@@H]1c2c(C)coc2C(=O)[C@@H]2CCC[C@H](C)[C@@]12C)N
18087,[C@]12([C@@H]3C(=CC[C@H]1[C@@H]([C@H]([C@@H](C2)O)O)OS(=O)(=O)[O-])[C@H]1[C@](CC3)([C@H](CC1)[C@@H]([C@H]1[C@@H](O1)[C@@H](C(C)C)C)C)C)C
18088,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
18089,CC1([C@H](OC(=O)C(C1=O)(C)C)/C=C/c1ccccc1)C
18090,CC(C)CCCCCCCCCCCN
18091,C1(=C(C[C@](C/C/1=N\[C@@H](CO)C)(CO)O)NCC(=O)O)OC
18092,COc1ccc(cc1Br)C(=O)[C@@H]1[C@H]([C@]2(c3ccccc3NC2=O)[C@@H]2N1C=Cc1c2cccc1)C(=O)c1ccco1
18093,CC1=C(Cl)C(=O)[C@@]2(C[C@@H](O)C(C)(C)O2)CC1=O
18094,Cc1cccc(c1)C[C@@H](C)CC(=O)OC[C@@H]1CCC[N@@H+]2[C@@H]1CCCC2
18095,CCCCCCC[C@@H]1C[C@H](O)[C@H](O)\C=C\[C@H](CC(=O)O1)OC(=O)[C@@H](C)[C@H](C)O
18096,CCC1=C[C@@](CC(=O)OC)(CCC1)C(O)=O
18097,C[C@H](CCC(=O)Nc1ccc(cc1)Oc1ccccc1)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]1[C@H]2CC[C@H]2[C@@]1(CC[C@H](C2)O)C)O)C
18098,CCC(CO)N=c1[nH]c(c2c(n1)n(cn2)C(C)C)NCc1ccccc1O
18099,C(C(=O)[C@H]([C@@H]([C@@H](CO)O)O)O)NCC(=O)[O-]
18100,CC1([C@H]2OC[C@]3([C@@H]2[C@@H]2[C@@](CC3)([C@]3([C@@H]([C@@]4([C@@H](C([C@@H](CC4)OC(=O)C(F)(F)F)(C)C)CC3)C)CC2)C)C)CC1)C
18101,c1cc(ccc1/C=C\C(=O)C1=C([C@](C(=O)[C@@H](C1=O)[C@@H]([C@@H]1[C@H]([C@@H]([C@@H](CO1)O)O)O)O)([C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)[O-])O
18102,C[C@H]1CCCC(=O)CCC/C=C/c2cc(cc(c2C(=O)O1)OC)OC[C@@H](C[N@@H+]1C[C@@H]2C[C@H](C1)c1cccc(=O)n1C2)O
18103,C[N@@H+]1CCc2cc3c(c(c2[C@H]1C[C@@H](c1ccccc1)O)OC)OCO3
18104,c1cnc(cn1)C(=O)N1CCN(C[C@H]1C(=O)N[C@H]1CCCNC1=O)C(=O)C[NH3+]
18105,C[C@H]1CC=C[C@]2(C1)CCC[C@@H]1[C@H]2CCC[C@H]1Cc1cccc(c1)O
18106,C[N@H+]1C[C@H](C[C@H]1c1nc(no1)c1ccccc1)NC(=O)NC1CCCCC1
18107,CCCCNC(=O)OC[C@@]12CO[C@@H]([C@@H]([C@H]1C)C(=C[C@@H]2C)C)C=C
18108,C(=O)(/C(=C/CC/C(=C/Cc1c(ccc(c1)O)O)/C)/CCC=C(C)C)O
18109,[C@]12(C(=C(C(=O)c3c1c(O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O)O)O)ccc3O)C)c1c3c(O2)ccc(c3c(cc1C)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O)O)O)O
18110,[C@H]12[C@@](c3c(cc(cc3)C(C)C)[C@@H](C2)O)(CCC[C@@]1(C(=O)O)C)C
18111,c12c3c(c(cc2CCc2c1ccc(c2C)O)C)O[C@@H]([C@H]3O)O
18112,CCC[N@@+]12[C@H]3C[C@@H]([C@@H]([C@H]1O)CC)[C@H]1[C@@H]2C[C@@]2([C@H]3N(c3c2cccc3)C)[C@H]1O
18113,[C@@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)Oc1ccc(cc1)CCN(C)C
18114,c1(c(C/C=C(/CC/C=C(\C=O)/CCC=C(C)C)\C)cc(cc1)O)C(=O)O
18115,CCCCCCCCCCC/C=C\CCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CC/C=C\CCCCCCCCCCCCC
18116,C\1(=C(\CCC[C@H](CCCCCCC)C)/O)/C(=O)N([C@@H](C1=O)C)C
18117,Cc1cc(no1)NS(=O)(=O)c1ccc(cc1)NO
18118,c1ccc(cc1)C1(CCCC1)CN
18119,CC(C)NC(=O)CC[C@@H]1CNC(=O)[C@H]2[N@H+]1C[C@H](C2)NCc1ccc(o1)CO
18120,[C@H]12[C@]([C@@H](CCC2=C)O)(CC[C@H]([C@H]1OC(=O)/C=C/c1ccccc1)C(C)C)C
18121,CN1CCN(CC1)C(=O)C[C@H]1C[C@H]2c3cc(ccc3O[C@H]2[C@H](CO)O1)N=C(Cc1ccncc1)O
18122,COc1cc(ccc1OCc1ccc(cc1)N(=O)=O)C=NO
18123,c1([C@H](C(=C(C)C)OC(=O)C)O)c(cc2c(c1)ccc(=O)o2)OC
18124,C/C=C/C=C/CCC(=O)C[C@@H](CCO)O
18125,CCCOc1ccc(cc1)c1c/c(=N\c2cccc(c2)C)/c2c(oc(c2c(c1)OCC)C)C
18126,c1(c(cc(cc1OC)CCCO)OC)O[C@@H]([C@H](c1cc(c(cc1)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)OC)O)CO
18127,CN(C)c1ccc(cc1)C(=O)NC[C@H]1C[C@@H]2CCN1C[C@@H]2C[NH+]1CCN(CC1)c1ccccn1
18128,[C@@]12(C(=CC[C@H]3[C@@H]1CC[C@]1([C@@H]3CCC1=O)C)C[C@@H]([C@H](N(C)C)C)CC2)C
18129,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@@H]4[C@@]3(CC[C@@H]3[C@@]4(C[C@@H]([C@@H]([C@@]3(C)CO)O)O)C)C)[C@@H]2[C@@]1(C)O)C)C(=O)[O-]
18130,C[NH+](C)[C@H](CNC(=O)CCc1ccccc1)c1ccc2c(c1)OCO2
18131,C/C(=C\COc1ccc(cc1)C[C@H](C(=O)OC)N=C([C@@H](CO)N=C([C@@H](Cc1ccc(cc1)O)N=C(CN=C([C@H](C)N=C([C@H](Cc1ccccc1)O)O)O)O)O)O)/CO
18132,CCCOc1ccc(cc1)/C=N/c1ccc(cc1)CC
18133,COc1ccc2c(c1)[nH]c1[C@@H](CO)NCC3(CCN(CC3)C(=Nc3ccccc3F)O)c21
18134,[C@@]123[C@@H]4[C@@H]([C@@H]([C@H]([C@@H]1CCCN2CCC4)C[C@@H](C3)C)O)OC(=O)CCc1cc(c(cc1)OC)OC
18135,C/C/1=C\[C@@H]2[C@H](C(=C)C(=O)O2)[C@@H](C/C(=C/CC1)/COC(=O)C)O
18136,C[C@H](NC(=O)[C@H](Cc1ccccc1)n2c(=O)[nH]c3ccccc3c2=O)C(=O)N4CCC(CC4)C(=O)O
18137,c1ccc(cc1)NC(=NCc1ccc(cc1Cl)Cl)S
18138,C1CCN2[C@H](CN(C1)CC1CCOCC1)[C@H](c1ccc(cc1)c1cccnc1)[C@@H]2CO
18139,C(=C\C=C\C=O)/C=C/[C@@H](O)CC
18140,CCCCNc1nc2c(s1)C[C@@]1(CC[C@@H]([C@@H]([C@H]1[C@@H]2C)O)[C@H](C)C(=O)NCCOC)C
18141,C[C@]12CC[C@@H](C([C@H]1CC[C@@]1([C@H]2CC=C2[C@]1(CC[C@@]1([C@H]2[C@@H](C(CC1)(C)C)O)C(=O)[O-])C)C)(C)C)O[C@H]1[C@@H]([C@@H]([C@H](CO1)O)O)O
18142,OCC1=C(CCCCC(O)=O)C=CC=C1
18143,C[N@@H+](CC[C@@H]1CC[C@@H]([C@H](O1)C(=O)N1CCOCC1)O)Cc1cccnc1
18144,C[NH2+][C@H]1CCc2cc(c(c(c2c2c1cc(=O)c(cc2)N)OC)OC)OC
18145,COc1ccccc1c1cnc(nc1c1ccc(cc1O)OCc1ccc(cc1)C=C)N
18146,Cc1ccc(cc1C)NC[C@H]([C@@H]([C@@H](CO)O)O)O
18147,Cc1c2ccc(c(c2oc(=O)c1CCC(=O)NC1CC1)C)OC
18148,C[C@@H]1CN(Cc2ccccc2F)[C@@H](C)COc2cc(ccc2C(=O)N(C)C[C@@H]1OC)NS(=O)(=O)c1cccc(c1)OC
18149,c1cc(oc1)c1ccc2n(c1=O)C[C@H]1C[C@@H]2CN(C1)C(=O)c1cccs1
18150,Cc1n(c2ccccc2[n+]1CC(=O)c1ccc(cc1)c1ccccc1)C
18151,CCCCCC[C@@H]1CC[C@@H]2CC3=C(C(=O)C[C@]13C2(C)C)CCC[C@H]1CCNC(=[NH+]1)N
18152,[C@]12([C@@H]([C@@]3([C@@H]([C@H]([C@H]2OC(=O)C)OC(=O)C)C(OC(=O)C[C@@H]3OC(=O)C)(C)C)C)CC[C@@]2(C1=CC[C@H]2c1cocc1)C)C
18153,Cc1c(ccc2c1oc(=O)c1c2cccc1)OCC=C(C)C
18154,[C@H]12N(C[C@@H](C[C@@H]1CO)c1nc(ccc1)OC)CC[C@H](C2)O
18155,[C@@H]12[C@](C3=CC[C@](C[C@@H]3CC2)([C@H](CO)O)C)(CCC[C@]1(C(=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)C)C
18156,n1([C@H]2C[C@@H]([C@H](O2)CO)OP(=O)(O)O)c(=O)nc(cc1)N
18157,[H][C@]12[C@H](CC3=CC=CC=C3)NC(=O)[C@]11OC(=O)\C=C\[C@H](C)[C@H](O)[C@@H](C)C\C=C\[C@@]1([H])[C@H](O)C(C)=C2C
18158,Cc1ccc(c2c1c(c1c([nH+]2)N(CC1)C)N)C
18159,[C@@]1(C2=CCC[C@@]([C@H]2CC[C@H]1C)(C(=O)OC)C)(CC/C(=C/CO)/C)C
18160,[C@@]123[C@H]([C@@H](C(=O)CC3)CCc3c(ccc(c3)O)C)CC[C@@H]1[C@@H](N(C2)C)C
18161,[C@H]1([C@H](N[C@@H]([C@H]1O)CO)CCCCCCCC1=CCCCC1=O)O
18162,C[NH+]1CCCNC(=O)c2cccc(n2)C(=O)NCCC1
18163,c1cc(cc(c1)c1ccc2c(c1)[C@H]1[C@H](CCN1Cc1ccc3c(c1)OCO3)[C@H](CO)N2)C#N
18164,[C@@H]12[C@@H]3[C@H]([C@@H](C(=O)O3)CNC[C@H]3OC(=O)CC3)CCC(=C)[C@@H]1C[C@@H](C2=C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
18165,CC(C)(O)[C@H]1CCC([C@H]2CC[C@@]3(C)[C@@H]4CC[C@H]5C(C)(C)[C@@H](O)[C@H](O)C[C@]5(C)C4=CC[C@]23C)[C@@H](O)O1
18166,CN1CCc2cc3c(c(c2[C@H]1C/C(=N/O)/CCn1cccn1)OC)OCO3
18167,CC(C[C@@]12C3=CC[C@H]([C@H]1CCCN2CC=C3)O)C(=O)OC
18168,C([C@H]1CC/C(=C/CC/C(=C/CC/C(=C/C1)/C)/C)/C)(O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)COC(=O)C)O)O)O)(C)C
18169,C[C@@H]1CN([C@@H](C)COc2ccc(cc2C(=O)N(C)C[C@@H]1OC)NC(=O)c1cc(C)on1)C(=O)COC
18170,c1ccnc(c1)CC(=O)N1[C@H](C#N)[C@@H](c2ccc(C#CC3CC3)cc2)[C@@H]1CO
18171,C/C=C/C=C/C=C/CC/C=C/C(=NCC(C)C)O
18172,C[C@]12CC/C(=N\OCC(=O)NCc3ccccn3)/C=C1CC[C@@H]1[C@@H]2[C@H](C[C@]2([C@H]1CC[C@@]2(C(=O)CO)O)C)O
18173,c1ccc(cc1)CN1CC[NH+](CC1)Cc1cc(=O)oc2c1cc1c(c2)OCO1
18174,CCC(/C=C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O)O
18175,C[N@H+]1CCC[C@H](C1)OC(=O)/C=C/c1ccc(cc1)OC
18176,[C@@H]12[C@@]3([C@@H]([C@@H](C[C@H]1[C@H]1[C@@H](C2)[C@H]2[C@@H](CC1)[C@@]([C@H]1[N@@+](C2)(C[C@@H](CC1)C)[O-])(O)C)O)C[C@H](CC3)O)C
18177,[C@@]12([C@H]([C@H]3[C@H](CC2)[C@@]2(C(=CC3)C[C@@H](CC2)O)C)C[C@H]([C@@H]1[C@@H]([C@@H]1N(C[C@@H](CC1)C)C)C)O)C
18178,[C@@]12([C@H]([C@@](C(=O)OC)(CCC2)C)CC(=O)[C@@H]2[C@@H]1CC/C(=C\C(=O)N(CCO)C)/[C@@H]2C)C
18179,[C@@]12([C@H]([C@]3([C@H](C[C@H]2O)[C@@]2([C@@H](CC3)C(CCC2)(C)C)C)C)CC=C2[C@@H]1[C@@H](OC2=O)OC)C
18180,CC/C=C\C/C=C\CC1C(/C=C/C(C/C=C\CCC(=O)O)O)C(CC1O)O
18181,COCC(=O)NC[C@@H]1[C@H]([C@H]([C@@H](O1)CC(=O)N1CCN(CC1)c1ccccc1OC)O)O
18182,CC(C)[C@@H]1N(C)C(=O)[C@@H](CCCCNC(=O)[C@H](C)N(C)C1=O)NC(=O)\C=C\C1=CC=C(OCC=C=C)C=C1
18183,[C@]123[C@H]4[C@@H]([C@](CO3)(C=CC1=C(C(=O)O2)CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)CCC4=C
18184,CCCC(=O)C[C@H](CCc1ccc(c(c1)OC)O)O
18185,CC(C)=CCC\C(C)=C\CC[C@@]1(C)OC2=CC(C)=C(O)C=C2C=C1
18186,C[C@H]1[C@H]2[C@@H]([C@@H](C=C1C)C=C(C)C)C(=O)NC2=O
18187,COc1ccc(cc1)c1nc(on1)[C@@H]1C[C@H](CN1Cc1ccc(o1)CO)O
18188,CC1=C[C@H]([C@@H](C[C@H]1CC(=O)NCc1ccccc1)C(C)C)CO
18189,C[C@H](c1ccc(cc1)C=O)[C@H]1C[C@H]([C@@]2(N1C2)O)[C@H]1C[C@@H]2CC[C@H]3CCC[C@]43CC[C@@H]2[C@H]4[NH2+]1
18190,[H][C@]12[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@]11OC(=O)\C=C\CCCC[C@@H](C)C\C=C\[C@@]1([H])C=C(C)[C@H]2C
18191,CCc1ccc(NC(=O)[C@H](C)NC(=O)C2CCN(CC2)C(=O)[C@@H](N)Cc3ccccc3)cc1
18192,[C@@H]1([C@@H]([C@H](N[C@@H]([C@@H]1O)C)CC)O)O
18193,CC[C@H](C)[C@H](NC(=O)[C@H](O)[C@H](N)CCCCCCCCl)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O
18194,c1(c2c(ccc1OC)ccc(=O)o2)CC(C(=O)O)(C)C
18195,CC(C)(C)[NH2+]C[C@H](COc1cccc2c1C[C@@H]([C@@H](C2)O)O)O
18196,[C@@]1(C(=C(C(=O)CC1)C)/C=C/C(=C/CCC(=O)C)/C)(C(=O)OC)C
18197,CC[C@@](C)(C(=O)C[C@H]1[C@@H]([C@@H](OC1=O)C)C)C(=O)OC
18198,[C@@]12([C@H]([C@](CC(=O)C2)(C(=O)O)C)CCc2c1ccc(c2C(C)C)O)C
18199,[C@@]123[C@@H]4[C@@H]([C@@]([C@H]1N(C[C@@]4(CC[C@@H]3O)COC)CC)([C@@]1(C[C@@H]3[C@H]2C[C@@H]([C@@H]3OC(=O)C)[C@H](C1)OC)O)O)OC
18200,CCc1cc(=O)oc2c1ccc(c2)OCC(=O)NC[C@@H]1CCC[N@@H+]2[C@@H]1CCCC2
18201,c1ccc(cc1)C(=O)N1CCn2c3ccc(cc3c3c2[C@@H]1CCC3)C1CCCCC1
18202,C(CCN=c1[nH]c(=N)ccn1[C@H]1[C@@H]([C@@H]([C@@H](CO)O1)O)O)CNC(=N)N
18203,CCCCC[C@@H]1[C@@H](O1)CCCCCCCCCCC(=O)[O-]
18204,CN1C2CC(=O)CC1[C@@H](C2)O
18205,COc1ccc(cc1)C[C@H]1C(=O)N2CC[C@@H]([C@H]2C(=O)N1)[NH3+]
18206,[C@@H](C/C=C\CCCCCC(=O)O)(/C=C/C=C\CC)O
18207,CC1(C)c2c(C[C@H]3C(=O)N(Cc4cccc(c4)F)C(=O)N13)c1ccccc1[nH]2
18208,CC(=O)Nc1cc(c(cc1C=O)C=O)N
18209,c1cc(c(cc1c1cc(=O)c2c(o1)cc(c(c2O)Cc1ccc(nc1)N)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)C(=O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)C(=O)[O-])O)O)O)O)O)O)O)O
18210,[C@]1([C@H](O1)CC/C=C(/CC[C@H](C(=C)CC[C@@H](C(=C)C)C)C)\C)(CC[C@H](C(=C)CC[C@H](C(=C)C)C)C)C
18211,Cc1cc(c(c(c1)O)Oc1ccc(c(c1C(=O)[O-])O)CC=C(C)C)CO
18212,C1C[C@@H](C(=O)O)N(C1)C(=O)[C@H](Cc1cnc[nH]1)N
18213,CC1=C[C@H]([C@@H](C[C@H]1Cc1nnc(o1)c1ccccc1F)C(C)C)C[NH2+]CCN1CCOCC1
18214,CC1=C[C@H]([C@@H](C[C@H]1CC(=O)[O-])C(C)C)CNC(=O)c1ccccc1
18215,CC1=C[C@H]([C@@H](C[C@H]1Cc1nnc(o1)c1ccccc1F)C(C)C)C[NH2+]Cc1cccnc1
18216,c1ccnc(c1)N1CC[NH+](CC1)CC[C@H]1CN(CC[C@H]1CC(=O)[O-])C(=O)Nc1ccc(cc1)F
18217,C(CCC(=N)O)CC(CCSCN)S
18218,CC1=C[C@H]([C@@H](C[C@H]1CC(=O)[O-])C(C)C)CNC(=O)C
18219,c12[C@@H]([C@H]3[C@H](Cc1scc(c2=O)NC(=O)OC)CC[C@@H]3C)/C=C/CC/C(=C\C(=O)O)/C
18220,CC(C)N1CC[C@@H]2[C@H]1C(=O)NC[C@@H]([N@H+]2C)CCC(=O)NCc1ccccc1
18221,[C@@]123[C@H]4[C@](CN([C@@H]1[C@H](C4)[C@@]1([C@@H]4[C@H]2C[C@@H]([C@@H]4OC(=O)C)[C@H](C1)OC)OCC)CC)(CC[C@@H]3OC)COC
18222,c1cc2c(cc1[C@H]1CC(=O)c3cc(ccc3O1)Cl)OCCO2
18223,Cc1cccc(c1)c1ccc(cc1)[C@H]1[C@H]2CN(CCCCN2[C@H]1CO)S(=O)(=O)c1ccccc1F
18224,CC1(C(=O)NCC[N@H+](CCCN(CCNC1=O)C)C)C
18225,C[C@@H]1CC[C@@H]2CC3=C([C@H](C[C@]13[C@]2(C)CNC(=[NH2+])NCC[NH2+]C)O)C(=O)[O-]
18226,N12[C@H](C(=O)O[C@@H](C1)[C@H](C[C@H](C(O)O)O)O)CCC2=O
18227,[C@H]12[C@]([C@@H](CC(=O)[C@H]1O2)OC)(CC(=O)OC)O
18228,CCCCC/C=C\C/C=C\C=C\C(=O)C/C=C\CCCC(=O)O
18229,COCC(=Nc1nc2=NC(CC(c3ccccc3Cl)n2[nH]1)c1ccc(cc1)OC)O
18230,COC1=CC(O)=C2C(=O)C3=CNC=C3C(=O)C2=C1
18231,[H][C@@]12CC[C@]3([H])C(C)(C)[C@@H](CC[C@@]3(C)C1=CC[C@@](C)(C2)C=C)OC(=O)C(N)=O
18232,CCCCCCCC[C@@H]1CN1S(=O)(=O)c1ccc(cc1)C
18233,c12c3c(C=C(CO3)c3c(cc(cc3)O)O)ccc1OC(C=C2)(C)C
18234,[H][C@@]1(CC2=C(C(O)=CC(O)=C2)C(=O)O1)[C@@H](O)CC
18235,COC1(CO)N(C)C(=O)C2=CC3=CC=CC=C3N2C1=O
18236,[C@@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)OCc1ccc(cc1)[C@H](CO)C
18237,CC[C@@H](C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1)OC(=O)C
18238,CCCCCCCC/C=C\CCCCCCCC(=N[C@@H](COP(=O)(O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O)O
18239,C[C@H]([C@H](C(=O)N(CCC[C@@H](C(=O)O)N=C([C@@H](CCCN(C=O)[O-])N)O)[O-])N=C([C@@H](CCCN(C=O)[O-])N)O)O
18240,CC1=C[C@H]([C@@H](C[C@H]1Cc1nnc(o1)c1ccccc1F)C(C)C)C[NH+]1CCN(CC1)CCOC
18241,C[N@H+](CCc1ccccc1)[C@H]1[C@H](O[C@H]([C@H]1O)CO)CNC(=O)C1CCCC1
18242,C(CCCCC(CC(=O)[O-])O)CCCCO
18243,CC[C@@H](C)[C@@H](C(=O)Oc1cc2c(cc1Cl)c(cc(=O)o2)c1ccccc1)NC(=O)OC(C)(C)C
18244,CC(C)(C)NC(=O)C[C@@H]1CC[NH2+]C[C@@H]1Cc1cc(on1)c1ccc(cc1)OC
18245,COc1cc(ccc1C(=O)N[C@H]1C[C@](C[C@H]([C@@H]1O)O)(C(=O)N[C@H]1CCCNC1=O)O)SC
18246,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2OC(=O)CCC(=O)NCCc1ccc(cc1)O)CCC1=CC(=O)CC[C@]31C
18247,C[C@H](CCC(=NCC(=O)O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@@H]([C@]12C)O)[C@@]1(C)CC[C@H](C[C@H]1C[C@H]3O)O
18248,CC1CC2=C(CC=C(C)CCC=C(C)CCC(O)C(C)(C)O)C(O)=CC(O)=C2C(=O)O1
18249,Cc1cccc2c1ccn2CC(=O)NC[C@@H]1CCC[N@@H+]2[C@@H]1CCCC2
