,SMILES
18250,Cc1c(oc2c1cc1c(c(c(=O)oc1c2)CC(=O)NCCC[NH+](C)C)C)C
18251,c1cc(ccc1N1CCN(CC1)C(=O)C[C@H]1[C@@H]([C@@H]([C@H](O1)CNC(=O)C1CC1)O)O)F
18252,[C@@H]12[C@H](N[C@H]([C@H](C2)OC(=O)CO)C)CCC[C@H]1/C=C/C=C/CCC(=O)C
18253,CC1(CC2=C(/C(=N/O)/C[C@@H]3N2CCc2c3cc(c(c2)OC)OC)C(=O)C1)C
18254,COC(=O)c1cn(nn1)[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2[NH2+]Cc1ccccc1
18255,[C@@]([C@@](C(=O)OC)(O)C)(C(=O)OC)(C[C@@H](CCC/C(=C/CC/C(=C/CCC1=CCN(C1=O)CC(=O)O)/C)/C)C)O
18256,CC(C)N=C(Nc1ccc2c(c1)OC[C@H](C)NC[C@@H](C)[C@H](CN(C)C2=O)OC)O
18257,CCCC(=O)Nc1c2c(nc3c1CCC3)CCCC2
18258,CC(=NC[C@@H]1[C@@H](c2ccc(cc2)C2=CCCC2)[C@H](CO)N1Cc1cccnc1)O
18259,c12c3c(ccc1O[C@](C=C2)(COC(=O)CC(C)C)C)ccc(=O)o3
18260,C\C(=C/C(O)C(O)C(C)(O)C1CCC(CO)CC1)C(O)=O
18261,[H][C@@]12CCCN1C(=O)[C@]1(O)[C@@H](OCC=C(C)C)C3=C4N([C@H](OOC(C)(C)[C@@H](O)[C@]4([H])N1C2=O)C=C(C)C)C1=CC(OC)=CC=C31
18262,CC[C@@H](Cc1ccccc1)/C=C\1/[C@]23CC[C@H]([C@H]4[C@@H]2C2=C(CC4)/C(=C/CCCCCCO)/OC2=O)C(=C3C(=O)O1)c1cc(ccc1c1ccccc1)O
18263,Cc1ccccc1NC(=O)C(=O)NN=C(C)CC(=Nc1ccccn1)O
18264,[C@@]1([C@@H]2O[C@H]([C@](CC2)(CC)O)C)(O[C@@](CC1)([C@H](C(=O)[C@H]([C@H]([C@@H](CCc1c(c(c(cc1)C)O)C(=O)O)C)O)C)CC)C)CC
18265,[C@]1([C@H](Cc2c(C1)c(ccc2O)O)C(=C)C)(C=C)C
18266,CC(C)CCCCCCC=CCC(=O)NC(CC(=N)O)C(=O)NC1C(C)NC(=O)C2CCCN2C(=O)C(C(C)C)NC(=O)C(C(C)N)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(C(C)C(=O)O)NC(=O)C2CCCCN2C1=O
18267,C=C(C)[C@@H]1CCC(=C[C@H]1c1c(cc(CCCC(C)O)cc1O)O)C
18268,CC(=CCC/C(=C/Cc1cc(cc(c1O)CC(=O)OC)O)/C)C
18269,[C@H](/C=C/C=C\CCCCCCC(=O)O)(C/C=C\CC)O
18270,C1(=C(CC[C@@H]2[C@@H]1OC(=O)[C@H]2C)C)/C(=C/CC(=O)O)/C
18271,C\1(=C/CCCCCCCCC/C=C/[C@@H](CO)O)/[C@@H]([C@H](OC1=O)C)O
18272,N1(C(=O)[C@H](Cc2ccccc2)NC(=O)C[C@@H](CCS)N)/C(=N/CCCCCCCC)/NCCC1
18273,c1ccc2c(c1)c1nc3ccccc3n1c(n2)SCC(=NCc1ccco1)O
18274,CCCCCCC(C)C\C(C)=C/C(C)\C=C(/C)\C=C\C(O)C(C)(C)C1=CC(O)=C([C@H]2O[C@@H](CO)C[C@@H](O)[C@@H]2O)C(=O)O1
18275,C[C@@H]1CCN(CC1)C(=O)C[C@@H]1[C@@H](CC[C@H]2[C@]1(CC[C@@H]1[C@]2(CO[C@H](O1)C[NH3+])C)C)O
18276,[C@@H]12[C@@H]([C@H](O[C@H]([C@H]1O)COC)OC)OC(O2)(C)C
18277,C[C@H]1CCC[C@]2([C@@]31[C@H](O3)[C@H]1[C@@H](C2)OC(=O)[C@@H]1C[NH+]1CCN(CC1)CCO)C
18278,CCc1ccc(cc1NC[C@H](C)O)C[C@H]1CC[C@]2(C1)CC[C@H]1C[C@]3([C@@]2([C@@H]1[C@H]1[C@@]3([C@H](CC1=O)OC)O)C)C
18279,c1ccc2c(c1)C(c1ccccc1C2=O)c1ccc(cc1)I
18280,CCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN
18281,Cc1ccc(cc1)CN1CC[C@@H]2[C@H]1C(=O)NC[C@@H]([N@H+]2C)CCC(=O)NCc1ccc(cc1)OC
18282,[C@]123O[C@@]1(CC[C@H]3[C@H](C[C@@H]1C(=C(C(=O)O1)O)C2)C)C
18283,C[C@@H](CNc1cccc(c1)CC[C@H](CCCC[C@@H](CC(=O)CCc1ccc(c(c1)OC)OC)O)CO)O
18284,COc1cc(c(c2c1c(=O)cc(o2)c1ccccc1)C[NH+]1CCN(CC1)CCO)O
18285,C[NH+](C)CCN(C)[C@H]1[C@H](O[C@H]([C@H]1O)CO)CNC(=O)Nc1cc(cc(c1)OC)OC
18286,COC(=O)[C@H]1CN(CCN1C(=O)C1CCCCC1)C(=O)N1CCOCC1
18287,c1(ccc(cc1)OC)/C=C/CCCC/C=C/C=C/C(=O)NCC(C)C
18288,CCCCCCCCC(=O)C1=C2C=C(CCCCCCC)[C@@]3(OCC4=C3C=CC=C4O)OC2=CC=C1
18289,CC(C)NC[C@H](c1cc(cc(c1)O)O)O
18290,COCC(=O)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2n1cc(nn1)CC1CCCCC1
18291,Cc1c2c(n(n1)C(=S)Nc1ccccc1OC)C[C@@H]1[C@H]2C1(C)C
18292,Cc1c2c(cc3c1OC1(CCCCC1)C[C@H]3O)c1c(c(=O)o2)CCC1
18293,[C@@H]12C(=C[C@@H](C[C@@H]1C(=O)CC2)CC)C(=O)N[C@H]([C@@H](CC)C)C(=O)O
18294,c1ccc2c(c1)cccc2C=NN=C(Cc1cc(n[nH]1)O)O
18295,CCC[C@H](O)C\C=C/CC1OC(=O)CC1C
18296,c1(cc(ccc1)O)C[C@H](CC[C@@H](O)C)O
18297,Cc1ccc(cc1)S(=O)(=O)Nc1cccc2c1O[C@@H](CN(C)C(=Nc1ccccc1)O)[C@H](C)CN([C@H](C)CO)C2=O
18298,C[C@H]1C(=O)N2CCN(C[C@H]2C(=O)N1)C(=O)c1cccn1C
18299,CCCCC/C=C\C/C=C\C/C=C\CC(C(CCCC(=O)O)O)O
18300,C1(=C(CCCC1(C)C)C)CC/C(=C/CC/C(=C/CCC1=CC(=O)O[C@H]1OC)/C)/C
18301,O=C(OC)CCCCCCc1ccc(OCCOCCO)cc1
18302,CC[C@](C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O
18303,CC1([C@H](C(=O)/C(=C/NCCCCCC/N=C/C2=C([O-])[C@H](C(CC2=O)(C)C)C(=O)OC)/C(=O)C1)C(=O)OC)C
18304,CC(C)CC(=O)N(O)CCCCCNC(=O)CCC(O)=O
18305,C/C(=C\C(=O)SCCN=C(CCN=C([C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](n2cnc3c(N)ncnc23)O1)O)OP(=O)(O)O)O)O)O)/C(=O)O
18306,CCCC[C@H](CC1=C[CH+]N=C1)[C@H](CC(=O)CCc1ccc(c(c1)OC)O)OC(=O)C
18307,CCc1c(c2cc3c(coc3c(c2oc1=O)C)c1ccc(cc1)F)C
18308,c1ccc(cc1)CC(=O)c1ccc(c(c1O)C[NH+]1CCCCC1)O
18309,[C@]1([C@H]2[C@H](C2)C(=C1C=O)C)(CC1=C(C(=O)OC1=O)C)C
18310,[C@H](C(=O)OC)(CCCCCC/C=C\C/C=C\CCCCC)O
18311,COc1ccccc1C(=O)N1CC[C@]2(CCCC[C@H]2[C@@H]1c1cc(c(c(c1)OC)OC)OC)O
18312,[C@@]12([C@@H]3C[C@](CCC1=C[C@@H](O2)OO)(C(=C)[C@H](C3)C)C)OC
18313,Cc1cc(=O)oc2c1ccc(c2)OCC(=O)NCC(C)C
18314,CCNC(=O)N[C@H]1CC[C@@]2(CC[C@@H]([C@@H]([C@H]2[C@@H]1C)O)[C@H](C)C(=O)NCc1ccc(cc1)OC)C
18315,Cc1ccccc1S(=O)(=O)N1C[C@H](COC[C@@H]2[C@@H]1CC[C@@H](CC(=O)N1CCN(C)CC1)O2)O
18316,CC(C)N=C(Nc1ccc2c(c1)C(=O)N(C)C[C@@H]([C@H](C)CN(Cc1ccccc1)[C@@H](C)CO2)OC)O
18317,CC(=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C([C@@H]1CC3)C(=O)O)C
18318,c1cc(oc1)c1ccc2n(c1=O)C[C@H]1C[C@@H]2C[NH2+]C1
18319,CC(C)C[C@@H](C(=N[C@@H](C(C)C)C(=N[C@@H](CO)C(=O)O)O)O)N
18320,[C@@]123[C@]([C@]4([C@@H]([C@](C(=O)O[C@@H]5[C@H]([C@@H]([C@H]([C@@H](O5)CO)O)O)O)(CCC4)C)CC3)C)([C@H](C[C@@H](C(=C)C1=O)C2)O)O
18321,COc1ccc2=NC3=C(CCCC3=c2c1)NN
18322,Cc1cc(c(c2c1CC[C@H](C2)[C@H](C)C(=O)NCCOC)C)OCCOC
18323,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)CC(CCCC)=O
18324,COc1c(cccn1)NC(=O)C(=O)NC[C@@H]1CCC[N@@H+]2[C@@H]1CCCC2
18325,CC(O)C(C)(C)C(=O)O[C@H]1C[C@H]2C[C@@H](C1=C)[C@@]21CO[C@@]2(C[C@H](C)C(=O)O2)C1
18326,c1cc(cnc1)c1ccc(cc1)[C@H]1[C@H]2CN(CC(=O)N2[C@H]1CO)C(=O)C1CCOCC1
18327,C[C@@H]1O[C@@H](OCCC2=CC=CC=C2)[C@H](O)[C@H](O)[C@H]1O
18328,CC1=CC[C@@H]2[C@]([C@@H]1CC/C(=C/CC/C(=N/OC(=O)C)/C)/C)(CCCC2(C)C)C
18329,CCCCC[C@H](/C=C\CCCC[C@H](CC[NH3+])[C@H](CCc1ccccc1)[C@@H]([C@H](C)O)C(=O)[O-])O
18330,Cc1ccccc1c1ccc(cc1)C1[C@@H]2CNC[C@H]1N2Cc1cccc(c1)OC
18331,c1cc(ncc1c1nc(on1)[C@@H]1CCC[N@H+]1C1CCOCC1)N1CC[C@H](CC1)C(=O)N
18332,CSCC[C@@H](C(=O)NC[C@@H]1CC[C@H](CC1)C(=O)N[C@H](c1ccccc1)C(=O)[O-])[NH3+]
18333,CCC1=Nc2ccccc2[C@@]1(C)C(=O)OC
18334,c1ccc2c(c1)nc(o2)[C@H]1CCN(C1)C(=O)c1cncnc1
18335,C=C1[C@H]2CC[C@@]3(CC[C@@H]4[C@@]5(C)CCC[C@]4([C@@H]3C2)C2N(CCO2)C5)[C@@H]1O
18336,CCC(O)C(C)\C=C\C=C\C(O)CC1C=CC2CC(C)CC(C)C2C1(C)C(=O)C1=C(O)C(O)NC1=O
18337,CCCCc1c(cc(cc1C(=O)[O-])OC)C(=O)[O-]
18338,c1cc2c(cc1n1c(=C3C=CC(=O)C=C3O)[nH]nc1S)OCCO2
18339,CNc1ccc(cc1N(=O)=O)N(CCO)CCO
18340,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@]3(C(=O)C[C@]2(C)[C@H]1C(=O)C)F
18341,Cc1cc(n(n1)C)C(=O)N1CC[C@@H](C[C@H]1C(=O)N1CCC[C@@H]1C(=O)OC)NC(=O)c1c(nns1)C
18342,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1
18343,n1c2[C@@H](O)CCCCCCC[C@H](Cc1ccc2)C
18344,C[C@H](c1ccc(cc1)C=O)[C@H]1[C@@H]2C=C[C@@H]3N1[C@@]3([C@H]2[C@H]1CC[C@H]2C[C@H](C3([C@@H]2[NH2+]1)CCCC3)O)O
18345,Cn1c(cc(n1)c1ccccc1OC)[C@H]1C[N@@H+]2CC[C@H]1C[C@@H]2CNC(=O)CC1(CCCC1)CC(=O)[O-]
18346,COc1ccc(cc1)CC[N@@H+]1CC[C@H](CC1)Nc1nc2ccccc2n1Cc1ccc(cc1)F
18347,[C@@H]1([C@@H](C=CC1=O)CCCCCCCC(=O)OC)C/C=C\CC
18348,CC(=C)[C@@H](Cc1c(cc(c(c1O)C(=O)[O-])CCc1ccccc1)OC)O
18349,CC(C)CC/C=C(\C)/[C@@H]1[C@H](CCC(=O)[C@H]1OC)CO
18350,[C@@H]1(O[C@@H](CC1)CCCCCCCC(=O)O)CC(=O)O
18351,C1CCC(C1)NS(=O)(=O)c1cccc(c1)S(=O)(=O)N1CCC(CC1)n1c2ccccc2nn1
18352,CC(C)C[C@@H](C(=O)N1CC[C@@H](CC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)Nc1ccc(cc1)F)[NH3+]
18353,[H][C@]12CC3=C(NC4=C3C=CC(=C4)C(C)(C)C=C)[C@]1(C)[C@@]1(C)CC[C@]3([H])O[C@@H]([C@H](O)[C@H]4O[C@@]34[C@]1(O)CC2)C(C)=C
18354,[C@](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)CO)CCC(=O)N)CCC(=O)N)(NC(=O)C(NC(=O)[C@@H](NC(=O)[C@H]1NCCC1)C(C)C)(C)C)(CC)C
18355,CCOC(=O)c1c(n(cn1)[C@H]1[C@@H]2[C@H]([C@H](O1)CO)OC(O2)(C)C)N
18356,COc1cc(ccc1O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)c1cc(c(c(c1O)OCCc1ccccc1)O)OC)O)O)O)C(=O)[O-]
18357,CC(C)NC(=O)NC[C@H]1C[C@@H]2CC[N@H+]1C[C@@H]2c1cc(nn1C)c1ccc(cc1)N(C)C
18358,[C@@]123[C@H]4[C@@H]([C@@]5([C@@H]6[C@H]1C[C@@H]([C@@H]6OC)[C@@H](C5)OC)OCC)C[C@@H]2[C@@](CN4CC)(COC(=O)c1c(N)cccc1)CC[C@@H]3OC
18359,C[C@H](C(=O)OC)NC(=O)[C@@H]1CN(CCN1C(=O)COC)C(=O)C1CC[NH2+]CC1
18360,[C@]12([C@@H]([C@@]3([C@@H](CC2)C([C@H](CC3)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O)O)OS(=O)(=O)O)(C)C)C)CC=C2[C@H]1CC[C@@]1([C@H]2[C@H]([C@@H](CC1)C)C)C(=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)C
18361,CC(C)CC(=N/C=C/c1ccc(cc1)O)O
18362,C(CCCC(=O)O)CCC(CC(=O)O)O
18363,C[N@@H+]1CCc2c(c(c3c(c2CNC(=O)Nc2ccccc2)OCO3)OC)C1
18364,C[C@@H]1CCN(CC1)C(=O)C[C@@H]1c2c(sc(n2)NC(=O)C(C)(C)C)C[C@H]2[C@]1(CC[C@H]([C@@]2(C)CO)O)C
18365,CC[C@@H](C)C(O)[C@H](C[C@@H](C)CCCCCC[C@@H](O)C[C@H](O)CNC(C)=O)OC(=O)C[C@@H](CC(O)=O)C(O)=O
18366,[C@@H]1([C@@](CO)(C)O)C[C@H]([C@@H]([C@@H](C1)O)C)O
18367,c1cc(c(cc1C[C@H](C(=O)O)N)F)O
18368,COCC(=O)N1CC[C@@H]2[C@H]1C(=O)N(C(=O)N2)c1cccc(c1)OC
18369,[C@H]12[C@@H](OC(=O)[C@@H]1COC)CC(=C)[C@@H](CC/C(=C/[C@H]2O)/C)O
18370,Cc1c2ccc(c(c2oc(=O)c1c1ccccc1)CN1CC[NH+](CC1)C)O
18371,CC(=O)N1CCC[N@H+](CC1)CC[C@H]1CN(CC[C@H]1CC(=O)[O-])C(=O)Cc1ccccc1
18372,NC(=N)NC[C@@H](CC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O)NC(N)=N
18373,[C@]12([C@@H]([C@@H]3[C@@H](CC2)C(=C)C(=O)O3)[C@@](C=CC1=O)(OO)C)C
18374,C[NH+](C)CCN(C)C[C@H]1C[N@@H+]2CC[C@H]1C[C@@H]2CNC(=O)Nc1ccsc1
18375,CCCc1cc2c(cc1OC)oc(c(c2=S)c1cc2ccccc2o1)C
18376,c12c3c(c4c(n1)cccc4)ccnc3C(=O)C=C2CCNC(=O)/C=C/CC
18377,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CCC2=O)OCC(=O)O
18378,CCCCCCCCCCCCCCC/C=C/C(=O)N(CCCCC(C(=O)OC(C)CC(=NC1CCCCN(C1=O)O)O)N=C(C1COC(=N1)c1ccccc1O)O)O
18379,c1cc(ccc1C[NH2+]C[C@@H]1[C@H]([C@H]([C@@H](O1)CC(=O)N1CCOCC1)O)O)F
18380,CCN(CC)C(=O)CC[C@H]1CNC(=O)[C@@H]2[C@H]([N@@H+]1C)CCN2C1CCCCC1
18381,C[C@]12C[C@H](c3ccccc3O1)[C@@H](C(=O)N2)C(=O)N1CCOCC1
18382,CCOC(=O)N1CCN(CCC(=O)Nc2ccc(cc2)OC)CC1
18383,Cc1c(c(=O)c2ccc(c(c2o1)CN1CC[NH+](CC1)C)O)c1ccccc1
18384,CN(C)c1ccc2c(c1)[C@@H]1C[C@H](CC(=NCc3ccc(cc3)Cl)O)O[C@H](CO)[C@@H]1O2
18385,COc1cc2c(cc1OC)[C@]13C[C@H](CCC1=CCN3C[C@H]2O)OC
18386,c12c3c(c4c([n-]3)cccc4)cc[n+]1[C@@H]1[C@H]3[C@@H]([C@H]2CC1)N=CC=C3
18387,[C@]12(C(=C3C(=O)[C@@H]4[C@@]5([C@H]([C@H](C[C@H]4[C@@H]3CC2)O)C[C@@H](C[C@H]5O)O)C)C)O[C@H]2[C@H]([C@H]1C)NC[C@H](C2)C
18388,Cc1c2ccc(c(c2oc(=O)c1CC(=O)NC[C@@H](C)O)OC)OC
18389,CC(C)[C@@H](C(=O)OC)NC(=O)Cn1cnc2cc(c(cc2c1=O)OC)OC
18390,Cc1ccsc1CC1(C(=O)N(C(=O)N(C1=O)C)C)CN1C[C@H]2C[C@@H](C1)c1cccc(=O)n1C2
18391,[C@@H]1([C@H](CNCC1)CC)CC(=O)OCC
18392,C\C=C1/C(=O)NC2=C1C=CC=C2
18393,CC1=C2C[C@H]([C@@H](C=C2CCC1)C(=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)[C@H](C)C(=O)[O-]
18394,[C@H]1(C(=C)C(=O)O)CC=C([C@H](CC1)C)CC[C@@H](O)C
18395,CC(C)=CCCC(C)(O)CCCC(C)(O)CCCC(C)(O)CCCC(C)(O)CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCO
18396,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC
18397,C[N+](=CC1=C(/C(=C/c2ccccc2)/CCC1)O)C
18398,CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1C(=N[C@@H]([C@@H](C)CC)C(=O)O)O)N
18399,c1(C(=O)C[C@H]2NCCC2)cc(c(cc1)O)OC
18400,C[C@@H](O)[C@H](O)[C@@H](C)C\C=C\[C@H]1[C@@H]2O[C@]2(C)[C@@H](C)[C@H]2[C@H](CC3=CC=CC=C3)NC(=O)[C@@]12O
18401,[H][C@@]12C=C[C@]3([H])C[C@H](C)CC[C@@]3([H])[C@]1(C)C(=O)O[C@H]2\C=C\[C@H](C)O
18402,C(CCCCCCCO)CCCCCC/C=C/C(=O)[O-]
18403,[C@H]1(C(=O)N[C@@H]([C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N1)C)C)C)C/C=C\CCC(=O)N)Cc1ccccc1
18404,c1ccc(cc1)CN1CC[NH+](CC1)CC[C@@H]1CC[C@@H]([C@H](O1)C(=O)N1CCN(CC1)c1ccc(cc1)F)O
18405,C[C@H]([C@@H]1CC[C@H]2[C@@]1(CC[C@H]1[C@H]2CC[C@@H]2[C@]1(CC[C@H]([C@H]2OC(=O)C=C(C)C)[NH2+]C)C)C)[NH+](C)C
18406,COc1ccc(cc1)c1ccc2cccc3c2c1C(=O)C=C3
18407,CC[C@@H](C)[C@H](NC(C)=O)C(=O)N(C)[C@H](CC1=CC=CC=C1)C(O)=O
18408,Cn1c(cc(n1)C1CCCCC1)[C@H]1C[N@@H+]2CC[C@H]1C[C@@H]2CNS(=O)(=O)c1ccccc1
18409,CC[C@]1(C[C@@H](c2c([C@H]1C(=O)O)c(c1c(C(=O)c3c(cccc3O)C1=O)c2O)O)O[C@H]1C[C@@H]([C@@H]([C@H](C)O1)O)N)O
18410,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@]3([C@H](C[C@]2(C)[C@H]1C(=O)C)O)F
18411,CN(C)CC(=O)N1[C@H](CO)[C@@H](c2ccccc2)C21CN(CC1CCOCC1)C2
18412,CSCC[C@H](N1CC2=C(C=C(O)C3=C2O[C@@](C)(CCC=C(C)CCC=C(C)C)[C@@H](O)C3)C1=O)C(O)=O
18413,CC(=CCc1cc(ccc1O)[C@H]1CC(=O)c2ccc(cc2O1)O)C
18414,CNC(=N)NCCC[C@@H](C(=O)O)[NH3+]
18415,CC(C)[C@@H](C(=O)[O-])NC(=O)c1ccccc1NC(=O)c1ccc(cc1)OC
18416,Cc1cccc(c1N1Cc2cc3c(c(c(=O)oc3c(c2OC1)C)Cc1ccccc1)C)C(C)C
18417,c1ccc(cc1)C[C@]12C[N@@H+]3CCN(C1)C[C@@H](C3)C2=O
18418,C[C@H]1CCC\C=C\[C@@H]2CC(=O)C[C@H]2[C@H](O)\C=C\C(=O)O1
18419,C#C[C@@]1(CC[C@H]2[C@@H]3CCc4cc(ccc4[C@H]3CC[C@]12C)O)O
18420,c12c(C(=O)[C@@H]([C@H](C2)C)O)c(cc(c1C(C)C)O)C
18421,C[C@H]1CC(C[N@@H+](CC1)C[C@@H]1C(=O)O[C@H]2[C@H]1CC[C@@]1(C2=C(C(=O)C=C1)C)C)(C)C
18422,C/C(=C\CCC(=C)[C@@H]1CO[C@@H]2[C@]1(C(=O)[C@H]([C@@H](O2)CO)O)O)/C(=O)[O-]
18423,c1(c(cc(cc1OC)/C=C/C(=O)NCCCN(C(=O)/C=C\c1cc(c(cc1)O)OC)CCCCN)OC)O
18424,COc1ccc(cc1)CN[C@H]1C[C@H]2C(=O)NC[C@H]([N@@H+]2C1)CCC(=O)N1CC[C@H](CC1)O
18425,C(=C(\C(=O)OC)/C)(\C(=O)OC)/C=C/CCCC
18426,CCCCCc1c(cco1)[C@H]1[C@@]2(CC[C@H]3[C@]([C@]42[C@H](O4)C(=O)O1)([C@@H](C(=O)[C@H]1[C@]23COC(=O)C[C@@H]2O[C@@]1(C)CCC(C)C)O)C)C
18427,COC1=CC2=C(C=C1O)CC[C@](C2=C3)([H])C(C)(C)[C@H](O)C3=O
18428,c1cc(ccc1C(=O)NC[C@@H]1CCC[N@@H+]2[C@@H]1CCCC2)n1cnnn1
18429,CCC(C)C1C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(Cc2ccoc2)C(=O)NC(CC(C)C)C(=O)N(C)C(C)C(=O)N(C)C(Cc2ccoc2)C(=O)N1
18430,c1cc(cc(c1)Cl)CN[C@H]1C[C@H]2C(=O)NC[C@H]([N@@H+]2C1)CCC(=O)N1CCCC1
18431,C1(=C(C(=O)[C@H](C1(C)C)O)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C\C1=C(C(=O)[C@H](C1(C)C)O)C)\C)\C)/C)/C
18432,CCCCCNC(=N)NNC=C1C=Nc2ccc(cc12)OC
18433,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC(CO)CO
18434,C12=C(O[C@](C=C2)(CC[C@]2([C@H](C(=CCC2)C)C)C)C)C(=O)C=C(C1=O)OC
18435,CC/1=C(CCC(=O)O)C/2=NC1=C/C3=C(C)C(=C(/C=C\4C(=C(C)/C(=C/C5=NC(=C2)/C(=C5CCC(=O)O)C)/N4)CCC(=O)O)N3)CCC(=O)O
18436,c1cc(ccc1/C=C/C(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O)O1)O)O)O)O
18437,C/C=C(\C)/[C@@H]([C@H](C)/C=C(\C)/C=C/CC(C)/C=C/c1c(C)c(=O)c(C)c(OC)o1)O
18438,[C@]12(c3c(C=C(C1=O)C(C)C)ccc(c3CCC(=C)C2)C)O
18439,CC(C)NC(=O)N[C@H]1CCN([C@@H]1C(=O)N[C@@H](Cc1cccs1)C(=O)N)C(=O)c1cnccn1
18440,c1cc(cc(c1)n1cnnn1)C(=NCC1CCCO1)O
18441,C[C@@H]1CC[N@H+](CC1)C[C@H]1CN2CC[C@H]1C[C@@H]2CNC(=O)Nc1ccccc1
18442,c1ccc(cc1)[C@H]1[C@@H](CO)N(C(=O)CC2CC2)C21CN(C2)C(=O)c1ccncc1
18443,C[C@@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]2CC[C@@H]1OC(=O)CCC(=O)O
18444,CCOc1ccc(cc1OCC)/C=C/[C@]12C(c3cc(ccc3N1CCC(=O)N2)C)(C)C
18445,C[C@@H]1CC[C@@H](C=C1)[C@H](CC(=O)CCc1ccc(c(c1)OC[N+]1=CC2=NC=CC2=C1CCC(C)C)O)O
18446,Cc1c(C#N)c2ccccc2cn1
18447,CC(C)C(=O)C(O)CC1=CNC2=C1C=CC=C2
18448,CCCCCCCCCCCCCCCC(CC(=O)[O-])O
18449,COc1ccc2c(c1)C[C@H](OC2=O)/C=C/c1ccccc1
18450,CCCCCC\C1=C/C2=CSC(=N2)C(C)C(O)CC(O)\C=C\C=C/CC(O)C(OC1=O)C(O)C(C)C(O)C(\C)=C\C(\C)=C\C
18451,[C@]12([C@@H]3C(=CC[C@H]1[C@@H]([C@H]([C@@H](C2)OC(=O)C)O)OS(=O)(=O)[O-])[C@H]1[C@](CC3)([C@H](CC1)[C@@H]([C@H]1[C@@H](O1)[C@@H](C(C)C)C)C)C)C
18452,N12[C@H]([C@@H](CC[C@@H]1CCC[C@H]2/C=C/C=C/CCCC)OC(=O)C)C
18453,CCCCCc1cc(cc(=O)o1)O
18454,Cc1c(c(C)on1)N=C(N1CC2(CN(CC3CCOCC3)C2)c2c3ccc(cc3[nH]c2[C@H]1CO)OC)O
18455,CC12CCC(CC1CCC1C3CC=C(c4ccccc4)C3(C)CCC21)O
18456,CC(C)[C@@H](C(=O)NCc1ccccn1)NC(=O)Cn1cnc2cc(c(cc2c1=O)OC)OC
18457,c1ccc2c(c1)ccn2CCC(=O)NCCCCCC(=O)[O-]
18458,C[C@@]12CC[C@H]([C@@]([C@H]1Cc1c(nc(s1)NC(=O)C1CCCCC1)[C@H]2CC(=O)N1CCCCC1)(C)CO)O
18459,CC(C)c1ccc(cc1)NC(=O)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NS(=O)(=O)c1ccc(cc1)NC(=O)C
18460,CC[NH+]1CCN(CC1)Cc1cc(=O)oc2c1ccc(c2)C
18461,COCc1cc(no1)C[C@H]1C[NH2+]CC[C@H]1CC(=O)N1CC[C@H](CC1)C(=O)N
18462,C[NH2+]CC(=O)N1CCN2[C@H](C1)C(=O)Nc1ccc(cc1C2=O)c1ccc(cc1)Cl
18463,C[NH2+]COc1ccc(cc1OCO)CC[C@H](CC(=O)CCc1ccc(c(c1)OC)O)O
