ESV,Doman,Phylum,Class,Order,Family,Genus,,,,,
esv_16384,Bacteria(100),Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,,,,,
esv_2105,Bacteria(100),Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,,,,,
esv_18036,Archaea(94),Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,,,,,
esv_11769,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Vitellibacter,,,,,
esv_4285,Bacteria(100),Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,,,,,
esv_14448,Bacteria(100),Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,uncultured,,,,,
esv_12877,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_7131,Bacteria(100),Cyanobacteria,Oxyphotobacteria,Nostocales,Cyanobacteriaceae,Cyanobacterium_CLg1,,,,,
esv_19569,Bacteria(100),Planctomycetes,OM190,OM190_or,OM190_fa,OM190_ge,,,,,
esv_7372,Bacteria(100),Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,,,,,
esv_19272,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_9059,Bacteria(100),Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,,,,,
esv_15485,Bacteria(100),Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,,,,,
esv_15723,Bacteria(100),Spirochaetes,Spirochaetia,Brevinematales,Brevinemataceae,Brevinema,,,,,
esv_1909,Bacteria(100),Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Cupriavidus,,,,,
esv_1824,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group,,,,,
esv_3413,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,,,,
esv_2764,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,,,,,
esv_6475,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,,,,,
esv_18535,Archaea(100),Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,,,,,
esv_9037,Bacteria(100),Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,uncultured,,,,,
esv_7907,Bacteria(100),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,,,,,
esv_1539,Archaea(100),Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,,,,,
esv_14612,Bacteria(100),Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema_2,,,,,
esv_2361,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group_ge,,,,,
esv_13389,Bacteria(100),Patescibacteria,Gracilibacteria,Candidatus_Peregrinibacteria,Candidatus_Peregrinibacteria_fa,Candidatus_Peregrinibacteria_ge,,,,,
esv_1397,Bacteria(100),Proteobacteria,Gammaproteobacteria,D90,D90_fa,D90_ge,,,,,
esv_7063,Bacteria(100),Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae_unclassified,,,,,
esv_17497,Bacteria(98),Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,,,,,
esv_14845,Bacteria(100),Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19_marine_sediment_group,,,,,
esv_17482,Archaea(95),Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,,,,,
esv_5635,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_3444,Bacteria(100),Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonadaceae_unclassified,,,,,
esv_16272,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae_unclassified,,,,,
esv_6715,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,,,,,
esv_19033,Bacteria(100),Bacteroidetes,Bacteroidia,Cytophagales,Cytophagales_unclassified,Cytophagales_unclassified,,,,,
esv_19801,Bacteria(100),Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,,,,,
esv_19475,Bacteria(95),Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,,,,,
esv_19195,Bacteria(100),Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,,,,,
esv_12033,Bacteria(81),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_1117,Bacteria(100),Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Spongiibacteraceae_unclassified,,,,,
esv_13671,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_6819,Bacteria(100),Bacteroidetes,Bacteroidia,Cytophagales,Flammeovirgaceae,Flammeovirga,,,,,
esv_6533,Bacteria(100),Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II_ge,,,,,
esv_6322,Bacteria(100),Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocales_unclassified,Nostocales_unclassified,,,,,
esv_10082,Bacteria(100),Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_23,,,,,
esv_18559,Bacteria(100),Tenericutes,Mollicutes,Mollicutes_RF39,Mollicutes_RF39_fa,Mollicutes_RF39_ge,,,,,
esv_17306,Bacteria(97),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_14673,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Marixanthomonas,,,,,
esv_4237,Bacteria(100),Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,,,,,
esv_8510,Bacteria(97),Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,,,,,
esv_7377,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_18980,Bacteria(100),Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,,,,,
esv_11054,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_13328,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_16266,Bacteria(100),Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,,,,,
esv_12598,Bacteria(100),Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,,,,,
esv_1887,Bacteria(100),Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,,,,,
esv_19364,Bacteria(100),Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,,,,,
esv_7293,Bacteria(100),Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum,,,,,
esv_18347,Bacteria(100),Acidobacteria,Acidobacteria_unclassified,Acidobacteria_unclassified,Acidobacteria_unclassified,Acidobacteria_unclassified,,,,,
esv_7319,Archaea(97),Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,,,,,
esv_9,Bacteria(100),Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,OM43_clade,,,,,
esv_8000,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_8745,Bacteria(100),Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade,,,,,
esv_17243,Bacteria(100),Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,uncultured,,,,,
esv_3783,Bacteria(100),Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Simkaniaceae_unclassified,,,,,
esv_26,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter,,,,,
esv_10782,Bacteria(100),Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,,,,,
esv_16604,Bacteria(100),Bacteroidetes,Bacteroidia,Cytophagales,Flammeovirgaceae,Flammeovirgaceae_unclassified,,,,,
esv_17208,Bacteria(100),Cyanobacteria,Oxyphotobacteria,Nostocales,Xenococcaceae,Chroococcidiopsis_PCC-6712,,,,,
esv_8690,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group,,,,,
esv_15288,Bacteria(96),Patescibacteria,Gracilibacteria,Gracilibacteria_unclassified,Gracilibacteria_unclassified,Gracilibacteria_unclassified,,,,,
esv_1237,Bacteria(100),Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22_fa,JGI_0000069-P22_ge,,,,,
esv_9472,Bacteria(84),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_16189,Archaea(100),Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,,,,,
esv_7174,Bacteria(100),Acidobacteria,Subgroup_6,Subgroup_6_or,Subgroup_6_fa,Subgroup_6_ge,,,,,
esv_2642,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_20353,Bacteria(100),Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,,,,,
esv_19991,Bacteria(98),Patescibacteria,Gracilibacteria,Gracilibacteria_or,Gracilibacteria_fa,Gracilibacteria_ge,,,,,
esv_781,Bacteria(100),Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Meiothermus,,,,,
esv_3283,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NS10_marine_group,,,,,
esv_7204,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_7340,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,,,,,
esv_343,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_8662,Bacteria(100),Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas,,,,,
esv_8045,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,S25-593_ge,,,,,
esv_17921,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_3994,Bacteria(100),Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,uncultured,,,,,
esv_16723,Bacteria(100),Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,,,,,
esv_15036,Bacteria(100),Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,,,,,
esv_14202,Bacteria(100),Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,,,,,
esv_4368,Bacteria(100),Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,,,,,
esv_13861,Archaea(100),Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_unclassified,,,,,
esv_5148,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_13687,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriales_unclassified,Flavobacteriales_unclassified,,,,,
esv_8286,Archaea(100),Euryarchaeota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,,,,,
esv_6738,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_14510,Bacteria(100),Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiales_unclassified,Chlamydiales_unclassified,,,,,
esv_13712,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,,,,,
esv_2315,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,AEGEAN-169_marine_group_ge,,,,,
esv_16920,Bacteria(100),Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovoracaceae_unclassified,,,,,
esv_13403,Bacteria(100),Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,Rhodothermaceae_unclassified,,,,,
esv_17533,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_12766,Bacteria(100),Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,,,,,
esv_17277,Bacteria(82),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_16164,Archaea(90),Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,,,,,
esv_15294,Bacteria(100),Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,,,,,
esv_5435,Bacteria(100),Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,uncultured,,,,,
esv_6549,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group_ge,,,,,
esv_15100,Bacteria(100),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea,,,,,
esv_16876,Bacteria(100),Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Francisellaceae_ge,,,,,
esv_6155,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group,,,,,
esv_326,Bacteria(100),Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19_marine_sediment_group,,,,,
esv_7882,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Oricola,,,,,
esv_2375,Bacteria(100),Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,,,,,
esv_6633,Bacteria(100),Patescibacteria,Parcubacteria,Candidatus_Kaiserbacteria,Candidatus_Kaiserbacteria_fa,Candidatus_Kaiserbacteria_ge,,,,,
esv_6333,Bacteria(100),Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,,,,,
esv_7697,Bacteria(99),Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,,,,,
esv_6736,Bacteria(100),Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovoracaceae_unclassified,,,,,
esv_3523,Bacteria(100),Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,Blfdi19_ge,,,,,
esv_7628,Bacteria(100),Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,,,,,
esv_7312,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_1359,Bacteria(100),Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Cyclobacteriaceae_unclassified,,,,,
esv_6401,Bacteria(100),Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichales_unclassified,Microtrichales_unclassified,,,,,
esv_19688,Bacteria(100),Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,,,,,
esv_16382,Bacteria(100),Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,uncultured,,,,,
esv_5204,Bacteria(100),Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,
esv_12192,Bacteria(100),Proteobacteria,Alphaproteobacteria,Parvibaculales,Parvibaculaceae,uncultured,,,,,
esv_4582,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,AEGEAN-169_marine_group_ge,,,,,
esv_2426,Archaea(93),Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,,,,,
esv_5639,Archaea(100),Euryarchaeota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,,,,,
esv_2500,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tropicimonas,,,,,
esv_13173,Bacteria(100),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_20333,Bacteria(100),Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,,,,,
esv_3266,Bacteria(100),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,,,,,
esv_1404,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Gayadomonas,,,,,
esv_6051,Bacteria(100),Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,,,,,
esv_10265,Bacteria(100),Proteobacteria,Alphaproteobacteria,Parvibaculales,Parvibaculaceae,uncultured,,,,,
esv_183,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,,,,,
esv_15456,Bacteria(100),Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter,,,,,
esv_7443,Bacteria(100),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_9660,Bacteria(100),Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Oligoflexaceae_unclassified,,,,,
esv_13089,Bacteria(100),Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,,,,,
esv_1827,Bacteria(100),Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,,,,,
esv_2673,Bacteria(99),Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,,,,,
esv_8659,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,,,,
esv_245,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,,,,,
esv_3177,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_87,Archaea(100),Euryarchaeota,Thermoplasmata,Marine_Group_II,Marine_Group_II_fa,Marine_Group_II_ge,,,,,
esv_4876,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae_unclassified,,,,,
esv_10968,Bacteria(100),Actinobacteria,Actinobacteria,PeM15,PeM15_fa,PeM15_ge,,,,,
esv_17145,Bacteria(100),Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae_ge,,,,,
esv_10023,Bacteria(100),Marinimicrobia_,Marinimicrobia_,Marinimicrobia_,Marinimicrobia_,Marinimicrobia_,90),,,,90)
esv_17398,Bacteria(100),Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,R76-B128,,,,,
esv_17757,Bacteria(100),Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,,,,,
esv_10094,Bacteria(100),Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,,,,,
esv_11000,Bacteria(100),Marinimicrobia_,Marinimicrobia_,Marinimicrobia_,Marinimicrobia_,Marinimicrobia_,100),,,,100)
esv_18990,Bacteria(100),Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Cerasicoccus,,,,,
esv_8362,Bacteria(100),Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,,,,,
esv_9057,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,,,,,
esv_9737,Bacteria(95),Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,,,,,
esv_6795,Bacteria(100),Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2,,,,,
esv_2433,Bacteria(95),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_5051,Bacteria(100),Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,,,,,
esv_20480,Bacteria(100),Omnitrophicaeota,Omnitrophicaeota_cl,Omnitrophicaeota_or,Omnitrophicaeota_fa,Omnitrophicaeota_ge,,,,,
esv_3484,Bacteria(100),Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovoracaceae_unclassified,,,,,
esv_11864,Bacteria(99),Patescibacteria,Gracilibacteria,Absconditabacteriales_,Absconditabacteriales_,Absconditabacteriales_,99),,,,99)
esv_5035,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_15705,Bacteria(100),Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,,,,,
esv_14857,Archaea(100),Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_unclassified,,,,,
esv_12035,Bacteria(100),Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Marinifilum,,,,,
esv_6172,Archaea(100),Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_unclassified,,,,,
esv_19838,Bacteria(100),Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Persicitalea,,,,,
esv_1871,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae_unclassified,,,,,
esv_11075,Bacteria(100),Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,,,,,
esv_1472,Bacteria(100),Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,,,,,
esv_15140,Bacteria(100),Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocales_unclassified,Nostocales_unclassified,,,,,
esv_10822,Bacteria(100),Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,,,,,
esv_5106,Bacteria(100),Proteobacteria,Deltaproteobacteria,Myxococcales,Eel-36e1D6,Eel-36e1D6_ge,,,,,
esv_4776,Bacteria(100),Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,,,,,
esv_15021,Bacteria(100),Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_CC9902,,,,,
