ESV,Doman,Phylum,Class,Order,Family,Genus,,,,,
esv_11146,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,,,,,
esv_22,Bacteria(100),Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,SAR116_clade_unclassified,,,,,
esv_9581,Bacteria(100),Acidobacteria,Subgroup_11,Subgroup_11_or,Subgroup_11_fa,Subgroup_11_ge,,,,,
esv_17620,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_18876,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_901,Bacteria(100),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Marinomonadaceae,Marinomonas,,,,,
esv_1520,Bacteria(100),Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Aureibacter,,,,,
esv_3892,Bacteria(100),Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade_fa,SAR86_clade_ge,,,,,
esv_11818,Bacteria(100),Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Spongiibacteraceae_unclassified,,,,,
esv_2112,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae_unclassified,,,,,
esv_13672,Bacteria(80),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_8324,Bacteria(100),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Nitrincolaceae_unclassified,,,,,
esv_15090,Bacteria(100),Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,,,,,
esv_18356,Bacteria(100),Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae_R-7_group,,,,,
esv_5692,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_14656,Bacteria(100),Acidobacteria,AT-s3-28,AT-s3-28_or,AT-s3-28_fa,AT-s3-28_ge,,,,,
esv_4271,Bacteria(100),Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,,,,,
esv_20324,Bacteria(95),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_11241,Bacteria(100),Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Gilvimarinus,,,,,
esv_11359,Bacteria(100),Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,,,,,
esv_10360,Bacteria(100),Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum,,,,,
esv_1476,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Pseudovibrio,,,,,
esv_12191,Bacteria(99),Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiales_unclassified,Verrucomicrobiales_unclassified,,,,,
esv_12402,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_12042,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,S25-593_ge,,,,,
esv_13888,Archaea(85),Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,,,,,
esv_4225,Bacteria(100),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Nitrincolaceae_unclassified,,,,,
esv_13396,Bacteria(100),Margulisbacteria,Margulisbacteria_cl,Margulisbacteria_or,Margulisbacteria_fa,Margulisbacteria_ge,,,,,
esv_7623,Bacteria(100),Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,,,,,
esv_5911,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_11479,Bacteria(100),Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Oligoflexaceae_unclassified,,,,,
esv_12046,Bacteria(100),Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,,,,,
esv_4504,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_4668,Bacteria(100),Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,,,,,
esv_18451,Bacteria(100),Margulisbacteria,Margulisbacteria_cl,Margulisbacteria_or,Margulisbacteria_fa,Margulisbacteria_ge,,,,,
esv_13617,Bacteria(84),Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,,,,,
esv_4404,Bacteria(100),Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Bythopirellula,,,,,
esv_18639,Bacteria(100),Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22_fa,JGI_0000069-P22_ge,,,,,
esv_10621,Bacteria(100),Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage,,,,,
esv_11165,Bacteria(100),Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Perspicuibacter,,,,,
esv_8423,Bacteria(100),Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,,,,,
esv_13847,Bacteria(100),Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacteraceae_unclassified,,,,,
esv_5079,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_17974,Bacteria(100),Proteobacteria,Deltaproteobacteria,SAR324_clade,SAR324_clade,SAR324_clade,89),,,,89)
esv_19265,Bacteria(100),Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Rubidimonas,,,,,
esv_2363,Bacteria(100),Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,,,,,
esv_8606,Bacteria(100),Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,,,,,
esv_2430,Bacteria(100),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Marinobacterium,,,,,
esv_6158,Bacteria(95),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_12808,Bacteria(99),Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,,,,,
esv_13607,Bacteria(100),Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,,,,,
esv_1717,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_2939,Bacteria(100),Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,,,,,
esv_16093,Bacteria(100),Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19_marine_sediment_group,,,,,
esv_932,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,,,,,
esv_11252,Bacteria(100),Actinobacteria,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya,,,,,
esv_11948,Bacteria(98),Chloroflexi,Anaerolineae,SBR1031,A4b,A4b_ge,,,,,
esv_15430,Bacteria(100),Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Solimonadaceae_unclassified,,,,,
esv_16868,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_1666,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_19651,Bacteria(100),Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,,,,,
esv_9262,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_17877,Bacteria(100),Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,,,,,
esv_4212,Archaea(100),Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,,,,,
esv_11329,Bacteria(100),Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,,,,,
esv_20450,Bacteria(100),Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified,,,,,
esv_4274,Bacteria(100),Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,,,,,
esv_368,Bacteria(100),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,,,,,
esv_3868,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,,,,
esv_2050,Bacteria(100),Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,,,,,
esv_20379,Archaea(100),Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,,,,,
esv_10292,Bacteria(100),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,
esv_17792,Bacteria(98),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_5709,Bacteria(100),Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,Methylophagaceae_unclassified,,,,,
esv_2162,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,,,,,
esv_9666,Bacteria(100),Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,,,,
esv_16538,Bacteria(100),Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_unclassified,,,,,
esv_1618,Archaea(100),Euryarchaeota,Thermoplasmata,Marine_Group_II,Marine_Group_II_fa,Marine_Group_II_ge,,,,,
esv_13817,Bacteria(99),Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,,,,,
esv_19056,Bacteria(100),Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,,,,,
esv_9952,Archaea(100),Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,,,,,
esv_2224,Bacteria(100),Patescibacteria,Parcubacteria,Candidatus_Kaiserbacteria,Candidatus_Kaiserbacteria_fa,Candidatus_Kaiserbacteria_ge,,,,,
esv_18646,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,AEGEAN-169_marine_group_ge,,,,,
esv_2031,Bacteria(100),Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,,,,,
esv_2195,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,SM2D12_ge,,,,,
esv_11575,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_12775,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriales_unclassified,Flavobacteriales_unclassified,,,,,
esv_15052,Bacteria(100),Proteobacteria,Deltaproteobacteria,SAR324_clade,SAR324_clade,SAR324_clade,83),,,,83)
esv_16235,Bacteria(100),Lentisphaerae,Oligosphaeria,P.palmC41,P.palmC41_fa,P.palmC41_ge,,,,,
esv_16879,Bacteria(100),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,
esv_15912,Bacteria(100),Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,Kingella,,,,,
esv_17388,Bacteria(100),Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Parvularcula,,,,,
esv_11964,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,,,,,
esv_16274,Bacteria(86),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_6535,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group_ge,,,,,
esv_10302,Bacteria(100),Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Persicirhabdus,,,,,
esv_167,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_9161,Archaea(100),Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_unclassified,,,,,
esv_7110,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,,,,,
esv_5169,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_5264,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group_ge,,,,,
esv_9147,Bacteria(100),Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1_clade,PS1_clade_ge,,,,,
esv_19864,Bacteria(100),Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_I_unclassified,,,,,
esv_17975,Bacteria(100),Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,,,,,
esv_892,Bacteria(100),Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,,,,,
esv_858,Bacteria(100),Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,,,,,
esv_17991,Bacteria(100),Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,,,,,
esv_3923,Bacteria(100),Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,,,,,
esv_19599,Bacteria(100),Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007_ge,,,,,
esv_10629,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,,,,
esv_10780,Archaea(93),Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,,,,,
esv_19717,Bacteria(97),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_15202,Bacteria(100),Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,BIrii41_ge,,,,,
esv_3255,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marivita,,,,,
esv_14998,Bacteria(97),Patescibacteria,Gracilibacteria,Gracilibacteria_or,Gracilibacteria_fa,Gracilibacteria_ge,,,,,
esv_15423,Bacteria(100),Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,,,,,
esv_14569,Bacteria(100),Cyanobacteria,Oxyphotobacteria,Nostocales,Xenococcaceae,Xenococcus_PCC-7305,,,,,
esv_3527,Bacteria(100),Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,Candidatus_Puniceispirillum,,,,,
esv_17865,Bacteria(100),Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,,,,,
esv_14972,Bacteria(100),Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,,,,
esv_13030,Bacteria(100),Actinobacteria,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus_Actinomarina,,,,,
esv_13357,Bacteria(100),Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae_unclassified,,,,,
esv_1439,Bacteria(100),Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,,,,,
esv_16191,Bacteria(100),Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,,,,,
esv_15984,Bacteria(100),Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_unclassified,,,,,
esv_1247,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,,,,,
esv_9452,Bacteria(98),Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured_ge,,,,,
esv_12681,Bacteria(100),Margulisbacteria,Margulisbacteria_cl,Margulisbacteria_or,Margulisbacteria_fa,Margulisbacteria_ge,,,,,
esv_12083,Bacteria(100),Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,
esv_15278,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_14372,Archaea(99),Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,,,,,
esv_13721,Bacteria(100),Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Bombella,,,,,
esv_10758,Bacteria(100),Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,,,,,
esv_17817,Archaea(87),Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,,,,,
esv_2621,Bacteria(100),Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,,,,,
esv_1394,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae_unclassified,,,,,
esv_8227,Bacteria(100),Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,,,,,
esv_5637,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_10566,Archaea(100),Euryarchaeota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,,,,,
esv_15642,Bacteria(96),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_1264,Bacteria(100),Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,,,,,
esv_10670,Bacteria(100),Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,,,,,
esv_19067,Bacteria(100),Planctomycetes,Phycisphaerae,MSBL9,L21-RPul-D3,L21-RPul-D3_ge,,,,,
esv_16599,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Unknown_Family_ge,,,,,
esv_5688,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_11130,Bacteria(100),Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,,,,,
esv_8454,Bacteria(100),Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halieaceae_unclassified,,,,,
esv_4206,Bacteria(100),Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,,,,,
esv_13400,Bacteria(100),Cyanobacteria,Oxyphotobacteria,Nostocales,Microcystaceae,Chalicogloea_CCALA_975,,,,,
esv_18829,Bacteria(90),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_19294,Bacteria(100),Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,,,,,
esv_16277,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Salinimonas,,,,,
esv_20224,Bacteria(100),Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Cyclobacteriaceae_unclassified,,,,,
esv_9809,Bacteria(100),Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade_fa,SAR202_clade_ge,,,,,
esv_5293,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured_ge,,,,,
esv_20392,Bacteria(100),Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_unclassified,,,,,
esv_4034,Archaea(93),Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,,,,,
esv_975,Bacteria(100),Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halieaceae_unclassified,,,,,
esv_10791,Bacteria(100),Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Halobacteriovorax,,,,,
esv_15562,Bacteria(100),Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,uncultured,,,,,
esv_20082,Bacteria(100),Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,,,,,
esv_13651,Bacteria(100),Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,AqS1,,,,,
esv_18852,Archaea(99),Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,,,,,
esv_11966,Bacteria(100),Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Francisellaceae_ge,,,,,
esv_10959,Bacteria(100),Bacteroidetes,Rhodothermia,Balneolales,Balneolaceae,Balneola,,,,,
esv_7074,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae_unclassified,,,,,
esv_20187,Bacteria(100),Proteobacteria,Deltaproteobacteria,NB1-j,NB1-j_fa,NB1-j_ge,,,,,
esv_5785,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomicaceae_unclassified,,,,,
esv_394,Bacteria(100),Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,,,,,
esv_10838,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonadaceae_unclassified,,,,,
esv_15863,Bacteria(90),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_4621,Bacteria(99),Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,,,,,
esv_1512,Bacteria(100),Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,,,,,
esv_640,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group,,,,,
esv_14332,Bacteria(100),Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritaleaceae_unclassified,,,,,
esv_13608,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae_unclassified,,,,,
esv_12025,Bacteria(100),Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,uncultured,,,,,
esv_1647,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_19899,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,uncultured,,,,,
esv_18848,Bacteria(90),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_6609,Bacteria(100),Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,,,,,
esv_11249,Bacteria(100),Planctomycetes,Planctomycetacia,Planctomycetales,Gimesiaceae,uncultured,,,,,
esv_10351,Bacteria(100),Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,,,,,
esv_7674,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,,,,,
esv_15042,Bacteria(99),Patescibacteria,Parcubacteria,Candidatus_Kaiserbacteria,Candidatus_Kaiserbacteria_fa,Candidatus_Kaiserbacteria_ge,,,,,
esv_6758,Bacteria(100),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Saccharospirillaceae_unclassified,,,,,
esv_2091,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_11650,Bacteria(100),Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,BIrii41_ge,,,,,
esv_16900,Bacteria(100),Margulisbacteria,Margulisbacteria_cl,Margulisbacteria_or,Margulisbacteria_fa,Margulisbacteria_ge,,,,,
esv_19481,Bacteria(100),Omnitrophicaeota,Omnitrophicaeota_cl,Omnitrophicaeota_or,Omnitrophicaeota_fa,Omnitrophicaeota_ge,,,,,
esv_517,Bacteria(100),Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,,,,,
esv_11564,Bacteria(100),Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,,,,,
esv_16103,Bacteria(100),Elusimicrobia,Elusimicrobia,MVP-88,MVP-88_fa,MVP-88_ge,,,,,
esv_9812,Bacteria(100),Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,
esv_12840,Bacteria(98),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_12061,Archaea(100),Euryarchaeota,Thermoplasmata,Marine_Benthic_Group_D_and_DHVEG-1,Marine_Benthic_Group_D_and_DHVEG-1_fa,Marine_Benthic_Group_D_and_DHVEG-1_ge,,,,,
esv_11375,Bacteria(100),Proteobacteria,Deltaproteobacteria,NB1-j,NB1-j_fa,NB1-j_ge,,,,,
esv_7512,Bacteria(100),Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,,,,,
esv_15144,Bacteria(100),Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,Kiritimatiellaceae_ge,,,,,
esv_3500,Bacteria(100),Margulisbacteria,Margulisbacteria_cl,Margulisbacteria_or,Margulisbacteria_fa,Margulisbacteria_ge,,,,,
