"","Sample","Family","abund","Sample_Name","Sample_Name_Unique","PCR_setting","Experiment.x","Replicate","Temp","Bleaching_Status","Stress_status","Treatment","Sample_Type","Timepoint_char","Timepoint","Bottle_NR","Notes","PLANC_aquaria","Experiment.y","Treatment_Timepoint","stress_status_v1","organism"
"345","ABC_071","Cyanobiaceae",0.010001,"ABC_071","ABC_071","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,17,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"346","ABC_071","Alteromonadaceae",0.281417,"ABC_071","ABC_071","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,17,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"347","ABC_071","Proteobacteria_unclassified",0.003833,"ABC_071","ABC_071","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,17,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"348","ABC_071","Oleiphilaceae",0.004,"ABC_071","ABC_071","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,17,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"349","ABC_071","Marine_Group_II_fa",0.001167,"ABC_071","ABC_071","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,17,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"350","ABC_071","Flavobacteriales_unclassified",0.003084,"ABC_071","ABC_071","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,17,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"351","ABC_071","Litoricolaceae",0.001583,"ABC_071","ABC_071","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,17,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"352","ABC_071","Rhodobacteraceae",0.389999,"ABC_071","ABC_071","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,17,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"353","ABC_071","Vibrionaceae",0.00775,"ABC_071","ABC_071","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,17,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"354","ABC_071","Bdellovibrionaceae",0.002584,"ABC_071","ABC_071","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,17,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"355","ABC_071","Halieaceae",0.031334,"ABC_071","ABC_071","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,17,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"356","ABC_071","Cryomorphaceae",0.009,"ABC_071","ABC_071","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,17,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"357","ABC_071","Methylophilaceae",0.003667,"ABC_071","ABC_071","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,17,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"358","ABC_071","Other",0.026497,"ABC_071","ABC_071","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,17,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"359","ABC_071","NS9_marine_group",0.028333,"ABC_071","ABC_071","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,17,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"360","ABC_071","Saprospiraceae",0.001917,"ABC_071","ABC_071","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,17,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
