"","ASV","heated.p","heated.padj","bleached.p","bleached.padj","bleached.heated.p","bleached.heated.padj","heated.l2fc","bleached.l2fc","bleached.heated.l2fc","heated.sig","bleached.sig","bleached.heated.sig","ESV","OTUNumber","Doman","Phylum","Class","Order","Family","Genus","X","X.1","X.2","X.3","X.4","DA_in"
"Otu00085","Otu00085",0.0273519023385595,0.168430135453235,0.000318602989694653,0.0040356378694656,0.0239687728047329,0.163719978295385,1.96513005696655,3.20307474558982,1.79727972128311,"N","Y","N","esv_85","Otu00085","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","",NA,NA,NA,"","Bleached + Ambient"
"Otu00801","Otu00801",0.573541171114048,0.815004967418123,0.449648863856939,0.816754226383084,0.518618423677946,0.997343993153846,1.13423131961652,-1.53311040270203,-1.16460734032674,"N","N","N","esv_894","Otu00801","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified","",NA,NA,NA,"","NNN"
"Otu00802","Otu00802",0.592365355864768,0.825080317097355,7.31596836623011e-12,5.56013595833488e-10,0.591696210191256,0.997343993153846,1.32814261145793,-19.6355519711286,1.1888044721057,"N","Y","N","esv_895","Otu00802","Bacteria(100)","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","",NA,NA,NA,"","Bleached + Ambient"
"Otu00009","Otu00009",0.0777214148865931,0.394038388015291,0.000669662519354103,0.00727062163870169,0.802801862068799,0.997343993153846,-1.29396834806112,-2.49603048297075,0.162912968488382,"N","Y","N","esv_9","Otu00009","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","OM43_clade","",NA,NA,NA,"","Bleached + Ambient"
"Otu00818","Otu00818",0.958696697286342,0.992632863561965,0.39988527076538,0.816754226383084,0.759366061046343,0.997343993153846,0.0678377164746886,1.08987187017584,0.354811457689718,"N","N","N","esv_911","Otu00818","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified","",NA,NA,NA,"","NNN"
"Otu00823","Otu00823",0.00853207768878511,NA,0.00348720690711513,0.0311797323459705,0.00171192850067222,0.0236557392820161,8.24000673987543,9.12308365105906,8.91169724437207,NA,"Y","Y","esv_918","Otu00823","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","",NA,NA,NA,"","Bleached + Ambient and Bleached + Heated"
"Otu00093","Otu00093",0.870587565880861,0.964756238204011,0.349905888645222,0.784238469711591,0.86137692394223,0.997343993153846,0.141511494360619,0.807787886640147,0.134974130100384,"N","N","N","esv_93","Otu00093","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Leisingera","",NA,NA,NA,"","NNN"
"Otu00847","Otu00847",0.736324969851429,NA,0.966440348490585,0.999312469187543,0.388606503151943,0.997343993153846,-1.04906395895036,-0.130324895609779,-2.39613912304261,NA,"N","N","esv_946","Otu00847","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","",NA,NA,NA,"","NANN"
"Otu00095","Otu00095",0.0558168457186416,NA,0.0394611968503285,0.18744068503906,0.596795321155242,0.997343993153846,-7.49717152493666,-8.07275852783443,-1.72731423135172,NA,"N","N","esv_95","Otu00095","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60","",NA,NA,NA,"96)","NANN"
"Otu00853","Otu00853",0.000522962587904577,0.0067985136427595,1,1,3.52392191935012e-05,0.000765194473916027,9.51953790915991,0,10.3664789186857,"Y","N","Y","esv_955","Otu00853","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","",NA,NA,NA,"","Non-bleached + Heated and Bleached + Heated"
"Otu00862","Otu00862",0.74327484107733,0.925139961766464,0.340639147800769,0.784238469711591,0.31213122199054,0.997343993153846,0.438494487049712,1.258206435351,1.19233300415401,"N","N","N","esv_967","Otu00862","Bacteria(100)","Bacteroidetes","Bacteroidia","Cytophagales","Flammeovirgaceae","Flammeovirga","",NA,NA,NA,"","NNN"
"Otu00886","Otu00886",NA,NA,NA,NA,NA,NA,10.8656039397247,10.162695180386,8.20209045803172,NA,NA,NA,"esv_993","Otu00886","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","",NA,NA,NA,"","NANANA"
