Otu00024,0.007083,0.00325,0.004833,0,0.00325,0.008,0.004583,0.004917,0.002833,0.004917,0.005083,0.004667,0.002917,0.003167,0.005333
Otu00026,0.003667,0.005,0.005583,0.004,0.004833,0.002167,0.002417,0.004667,0.005,0.002083,0.055833,0.003,0.005083,0.002667,0.004667
Otu00027,0.00975,0.009833,0.013083,0.011667,0.010833,0.003083,0.000833,0.003,0.003083,0.004083,0.017333,0.015,0.041083,0.006083,0.001583
Otu00028,0,0,0,0,0,0,0,0.002833,0,0.01,0,0.002583,0.001583,0,0
Otu00030,0.068083,0.088167,0.066833,0.05475,0.07125,0.135833,0.1095,0.02,0.024833,0.05575,0.037833,0.085417,0.040667,0.053167,0.084083
Otu00034,0.000917,0.001333,0.00075,0,0.001083,0.00125,0.001333,0.0025,0.001167,0.000417,0.002333,0.002083,0.001667,0.002333,0.00175
Otu00036,0.01925,0.013417,0.013667,0.010333,0.013833,0.0345,0.024417,0.087833,0.021,0.009667,0.013833,0.019833,0.0175,0.038083,0.055583
Otu00038,0.00625,0.006,0.009583,0.002083,0.0075,0.007083,0.007417,0.017583,0.005,0.007333,0.013667,0.007333,0.011667,0.01075,0.00925
Otu00039,0.001417,0.003417,0.002333,0,0.00175,0.002083,0.00225,0.001583,0.00075,0.000417,0.00275,0.00225,0.002333,0.002417,0.002667
Otu00041,0.017167,0.009917,0.018167,0.001417,0.008417,0.046333,0.040833,0.047833,0.0125,0.0125,0.017417,0.03575,0.01175,0.041417,0.02125
Otu00043,0.007,0.005417,0.005833,0,0.004333,0.005,0.005667,0.00275,0.005083,0.003583,0.003917,0.008333,0.005333,0.003833,0.001333
Otu00044,0.015583,0.011917,0.014167,0.005667,0.016083,0.058,0.06975,0.080917,0.01325,0.00875,0.007167,0.01775,0.015667,0.020083,0.02975
Otu00045,0.000417,0,0.001833,0,0.000417,0.000167,0,0,0,0.001083,0.004167,0.00075,0.000833,0.000583,0
Otu00047,0.001,0.001333,0.001167,0,0.000417,0.00125,0.001167,0.00125,0.000333,0.000667,0.001,0.001583,0.001167,0.001,0.00075
Otu00048,0.045,0.0415,0.04825,0.041333,0.04775,0.006667,0.00875,0.005667,0.029333,0.0225,0.02075,0.019167,0.013417,0.024583,0.026667
Otu00052,0.002417,0.003,0.001583,0,0.003583,0.004417,0.00375,0.004167,0.002833,0.001583,0.001,0.006417,0.003,0.001083,0.001167
Otu00053,0.003083,0.003083,0.0025,0.000667,0.004083,0.007833,0.004917,0.015,0.00425,0.000583,0.008583,0.008583,0.003083,0.004083,0.003583
Otu00055,0.004083,0.004417,0.001417,0,0.0015,0.0075,0.001583,0.000417,0.00325,0,0,5.00E-04,0.001917,0.003083,0.00025
Otu00056,0.004083,0.004833,0.0035,0.004417,0.003583,0.005083,0.003917,0.009333,0.00275,0.003083,0.004667,0.005917,0.0055,0.006833,0.005333
Otu00057,0.001917,0.003833,0.001667,0.02225,0.00375,0.006,0.0045,0.003,0.00225,0.006167,0.0035,0.006083,0.00425,0.003083,0.003583
Otu00058,0.004583,0.002833,0.00325,0.000417,0.0025,0.009333,0.013833,0.007167,0.005,0.006833,0.009333,0.023167,0.005583,0.006083,0.003833
Otu00060,0.01425,0.012583,0.022167,0.005083,0.017917,0.01575,0.007833,0.047583,0.018083,0.005583,0.022917,0.0115,0.029083,0.110917,0.087417
Otu00061,0.005417,0.0065,0.006667,0.005667,0.005417,0.020333,0.017917,0.053333,0.0055,0.001667,0.004333,0.0075,0.008333,0.01925,0.023
Otu00062,0,0.000417,0.000333,0,0,0.000417,0.001,0.003583,0,0,0.01025,0,0,0,0.001917
Otu00063,0.002083,0.0015,0.000833,0,5.00E-04,0.002417,0.00125,0.0025,5.00E-04,0,0.001417,0.00375,0.001083,0.001333,0.000917
Otu00067,0.001333,0.000917,0.001083,0,0.001083,0.000667,0.000583,0.001083,5.00E-04,0.000667,0,0.001167,0.001583,0.001083,0
Otu00073,0,0,0,0,0,0,0.027583,0,8.30E-05,0,0,0,0.000167,0,0
Otu00075,0.041917,0.012083,0.028083,0.047333,0.011083,0.011583,0.008833,0.004667,0.00475,0.09925,0.004667,0.006417,0.002917,0.007833,0.005167
Otu00076,0,0,0,0,0,0.00225,0.00275,0.001417,0,0,0.000583,0.001083,0,0.001667,0
Otu00078,0,0,0,0,0,0,0.022833,0,0,0,0,0,0,0,0
Otu00079,0.000417,0,0.00025,0,0.000833,0.000583,0.001,0.00525,0.000583,0,0.001083,0.001083,0.00025,0.000917,0.000833
Otu00082,0.00025,0.000917,5.00E-04,0,0.000417,0.005083,0.001,5.00E-04,0.000417,0.000167,0.00025,0.00025,0.000167,0.0015,0.000167
Otu00083,0.000917,0.001167,0.001083,0,0.001083,0.001833,0.00075,0.001833,0.000583,0.000167,0.000583,0.00175,0.001167,0.0015,0.000333
Otu00085,0.027833,0.01725,0.022167,0.0345,0.01525,0.02,0.008083,0.003167,0.005,0.074417,0.008667,0.008167,0.006333,0.019167,0.01175
Otu00089,0.001333,0.001083,0.000167,0.001,0.002,0.001167,0.002417,0.000417,0.000833,0.000333,8.30E-05,0.0015,0.000333,0.000417,0.000917
Otu00090,0.000583,0.00075,8.30E-05,0,0.000417,0.00125,0.000917,0.00125,0.000833,0.000417,0.000833,0.001083,0,0.000917,5.00E-04
Otu00093,0.004,0.002667,0.006917,0.003333,0.005917,0.00325,0.003,0.00725,0.00125,0.0085,0.004417,0.002583,0.006417,0.00875,0.006667
Otu00095,0,0,0.0015,0,0,0.002167,0,0,0,0,0.00075,0.001167,0.002167,0.001083,0
Otu00096,0,0,0,0,0,0,0.014917,0,0,0,0,0,0,0,0
Otu00100,0,0,0,0,0,0,0.019917,0,0,0,0,0,0,0,0
Otu00101,0.004917,0.003333,0.004667,0.00525,0.008,0.003167,0.002583,0.002167,0.002833,0.019,0.00075,0.001417,0.00275,0.002167,0.00175
Otu00109,0.002667,0.001667,0.0055,0,0.0035,0.052083,0.041667,0.01325,0.001167,5.00E-04,0.009167,0.001083,0.007583,0.014917,0.035583
Otu00110,0.003333,0.00225,0.004333,0.0015,0.00275,0.0035,0.004667,0.007167,0.001417,0.001333,0.00925,0.003167,0.00475,0.004583,0.004667
Otu00111,0,0,0,0,0,0,0.01725,0,0,0,0,0,0,0,0
Otu00112,0.008,0.081667,0.04725,0,0.06975,0.002667,0.000167,0,0.004583,0.000833,0.0045,0.041167,0.010417,0,0.002167
Otu00115,0,0,0,0,0,0,0.021167,0,0,0,0,0,0,0,0
Otu00117,0.011833,0.00325,0.0115,0.002,0.00375,0.004083,0.004167,0.00425,0.001833,0.004833,0.004833,0.022833,0.003833,0.007417,0.002667
Otu00121,0.000333,0.00025,0.000417,0,0.000417,0.001,0.001,0.002083,0.000167,8.30E-05,0.000417,5.00E-04,0.000333,0.001583,0.001333
Otu00123,0.001167,0,0.00025,0,0,0.003,0.00175,0.002417,0,0,0.000333,8.30E-05,0.000167,0.00025,0
Otu00131,0.002,0,0.000917,0.003083,0,0.000333,0.000333,0,0,0.0015,0,0,0,0.0015,0
Otu00133,0,0,0.000667,0,0,0.000667,0,0.001167,0,0.001583,0.000583,0,0.00125,0.00275,0.001417
Otu00134,0.003667,0.003,0.003083,0,0.002917,0.012,0.011083,0.0065,0.001583,0.001917,0.008167,0.007167,0.004833,0.017417,0.013167
Otu00141,0,0,0,0,0,0,0.01275,0,0,0,0,0,0,0,0
Otu00146,0.001583,0.00425,0.00325,0.002333,0.021583,0.04625,0.064167,0.000167,0,0.010167,0.002833,0.0055,0.000167,0.001583,0.00275
Otu00147,0.00175,0.001583,0.002167,0,0.0015,0.006167,0.006333,0.004083,0.001,0.000833,0.003917,0.003583,0.003,0.00475,0.00375
Otu00161,0.011917,0.017,0.0105,0,0.01375,0.00075,0.001667,0.00075,0.0245,0.003167,0.01825,0.011417,0.01125,0.005083,0.006417
Otu00163,0.00625,0.00325,0.003917,0,0.003,0.005667,0.004,0.0135,0.003167,0.000333,0.005333,0.002833,0.0035,0.012,0.01075
Otu00181,0.013917,0.00525,0.013583,0.009917,0.006417,0.003083,0.002167,0.004083,0.004417,0.027667,0.004333,0.007083,0.006417,0.010833,0.008333
Otu00186,0.0015,0.001,0.002583,0,0.001333,0.000917,0.001083,0.001833,0.001083,0.005333,0.0015,0.001,0.003917,0.00225,0.001583
Otu00189,0.003417,0.001,0.00175,0,0.001833,0.001583,0.001583,0.003083,0.002417,0.000167,0.002667,0.00125,0.001833,0.004167,0.004333
Otu00199,0.00225,0.000917,0.002167,0,0.001417,0.000833,0,0.001333,0.001833,0.0015,0.001417,0.001833,0.00225,0.004667,0.00175
Otu00205,0,0,0.002417,0.004917,0.001167,0.00225,0.00175,0.00225,0.00125,0,0.004917,0.001667,0.002083,0.019333,0.012667
Otu00215,0.003583,0.003167,0.004333,0.003167,0.0035,0.000333,0,0,0.001833,0.002083,0.019,0.001333,0.0015,5.00E-04,0.000417
Otu00222,0,0,0.000667,0,0,0.001167,0.000583,0.001333,0,0,0.001167,0.002417,0.001167,0.00075,0.002167
Otu00227,0.003583,0.003083,0.0035,0,0.002583,0.007667,0.002833,0.010583,0.00275,0.000833,0.002167,0.010833,0.009,0.002167,0.0035
Otu00234,0.0015,0.000667,0.003333,0,0.001167,0.00425,0.00375,0.003667,0.001333,0.000167,0.008,0.003,0.002833,0.02525,0.026333
Otu00243,0.000583,0.000167,0.000333,0.001583,0.00025,0.001417,0.001,0.000417,0.000333,0.003833,5.00E-04,0.001667,0.00075,0.000417,0.000417
Otu00248,0.006083,0.0055,0.0085,0.001167,0.005917,0.000833,0.002167,0.001,0.008,0.00175,0.00575,0.0055,0.01425,0.003583,0.0025
Otu00251,0,0,0.000833,0.010167,0,0,0,0,0,0.007667,0.000833,0,0.0015,0.004833,0.001917
Otu00252,0.00675,0.011083,0.012583,0.000667,0.009333,0.001167,0.000917,0,0.004583,0.001583,0.009083,0.002583,0.002,0.00725,0.006583
Otu00263,0.005083,0.00025,0.0015,0,0.000333,0,0,0,0.000167,0.00375,0.00025,0.000917,0.000333,0,0
Otu00268,0.001417,0.001417,0.002167,0,0.000833,0.004417,0.003167,0.003583,0.00175,0.001917,0.001167,0.004667,0.001917,0.003167,0
Otu00275,0.00075,8.30E-05,0.00025,0.000833,8.30E-05,0.001167,0.000333,0.001333,0.000167,0.000167,0.00025,0.000583,0.000333,0.001167,0.000583
Otu00276,0.001833,0.00075,0.001,0,0.001,0.00075,0.000417,0.001167,0.001083,0.003,0.001167,0.002417,0.000333,0.000333,5.00E-04
Otu00277,0.0065,0.006167,0.005333,0.00675,0.007833,0.0035,0.002083,0.000833,0.00275,0.004333,0.001917,0.001917,0.004333,0.002,0.001167
Otu00284,0.00025,0,0.001333,0.013417,5.00E-04,0.000667,0.00075,0.001083,0.000583,0.01775,0.002,0.000667,0.001,0.014083,0.005417
Otu00289,0.000667,0.00075,0.00075,0,0.000833,0.001833,0.002167,0.00375,5.00E-04,0,0.000833,0.001417,0.001583,0.00075,0.002
Otu00299,0.004833,0.002833,0.004583,0.003417,0.0045,0.005917,0.003667,0.00125,0.001333,0.006667,0.00225,0.001083,0.001667,0.00175,0.00325
Otu00304,0,0,8.30E-05,0,0,0,0,0,0,0.010917,0.001667,0.00025,0,0,0
Otu00308,0.0015,0.001583,0.002583,0,0.000917,0.0025,0.00325,0.002,5.00E-04,0.000667,0.001333,0.002083,0.002083,0.001917,0.000917
Otu00313,0.00275,0.00075,0.002417,0.002333,0.000833,5.00E-04,5.00E-04,0,0.000417,0.008083,5.00E-04,5.00E-04,0,0.000667,0
Otu00322,0,0.000583,0.001083,0,0.001583,0.000833,0.000417,0,0,0.00375,0,0,0,0,0
Otu00323,0.000333,0.000833,0.00125,0.0015,0.003833,0.012333,0.006167,0.00025,0.00025,0.001333,0.001167,0.004417,0.00025,0.002167,0.00475
Otu00334,0,0,0.002167,0.004833,0.001583,0.001583,0.00075,0,0,0.004667,8.30E-05,0.001417,0.002167,0,0
Otu00335,0.00175,5.00E-04,0.001167,0,0.000417,0.00325,0.00175,0.006,0,0.000667,0.000917,0.001167,0.00175,0.007417,0.006333
Otu00348,0.00225,0.002,0.0025,0,0.000833,0,0,0,0,0.000917,0.00125,0.003083,0.00325,0.003417,0
Otu00364,0,8.30E-05,5.00E-04,0,8.30E-05,0,8.30E-05,0,0.00025,0,0.001167,0.00025,0.000167,0.003333,0.001417
Otu00368,0.006917,0.0035,0.009833,0.00475,0.002083,0.00225,0.001333,5.00E-04,0.000583,0.000167,0.002333,0.003,5.00E-04,0.003667,0.00225
Otu00370,0.001917,0.001417,0.001417,0,0.001833,0,0.000583,0.003917,0.004333,0.002667,0.002167,0.002167,0.002417,0.001,0.004
Otu00387,0.000917,0.0015,0.000667,0,0.000833,0.001917,0.00175,0.003667,0.001,0.000167,0.000333,0.001667,0.001083,0.00125,0.001833
Otu00389,0.001417,0.001083,0.002583,0,0.0015,0.001667,0.001083,0.00325,0.0015,0.001083,0.002333,0.00225,0.00375,0.006,0.005333
Otu00395,0.0015,0.000333,0.00025,0,0.000417,0.00025,0.000333,0.001917,0.00125,0.000667,0.000667,0.001417,0.000333,0.00175,0.004417
Otu00404,0.001167,0.001083,0.001417,0,0.00075,0.00175,0.00075,0.0025,0,0.001167,0.001333,0.00175,0.0015,0.001583,0
Otu00408,0,5.00E-04,0.000167,0,0,0.00375,0.001083,0,0,5.00E-04,0.000333,0.001167,0,0.000167,0.001083
Otu00410,0.00075,0.000833,0.000917,0,5.00E-04,0.000417,0.000417,5.00E-04,0,0,0.001083,0.002333,0.0015,5.00E-04,5.00E-04
Otu00420,0.001917,0.00225,0.001667,0,0.001,0.00025,0.000417,0,0.002417,0.003667,0.000667,0.00075,0.00125,8.30E-05,0
Otu00423,0.001667,0,0.000917,0,0.000667,0.000833,0.000167,0.001583,0.00025,0,0.000333,5.00E-04,0.000417,0.001583,0.001833
Otu00443,0,0,8.30E-05,0,0,0.000667,5.00E-04,0.003167,0,0,0.001167,5.00E-04,0,0,0.00125
Otu00449,0.000417,0.000917,0.000917,0.00175,8.30E-05,0.000417,5.00E-04,0.001917,0,0.000167,0.000667,0.001,0.00075,0.001333,0.0015
Otu00480,0.001167,0.000333,0.000333,0.002917,5.00E-04,0,0,0,8.30E-05,0.022833,0.000333,0.00075,8.30E-05,0,0
Otu00481,0.001417,0.001583,0.002583,0.001,0.000333,0,0,0,0.001833,0.000333,0.000917,0.002083,0.000167,0.000417,0.00125
Otu00499,0,0.0025,0.001667,0,0.002,0.001917,0.001833,0.003417,0.001167,0.00075,0.001,0.001083,0.00125,0.001583,0
Otu00508,0,0.000833,0.000333,0,0.00075,0.002333,0.001667,0.002083,0,0,0,0.001,0.0015,0.000667,0
Otu00511,0.00075,0,0.00125,0.006,0.00025,8.30E-05,8.30E-05,0.000583,0,0.009,0.000167,0.00025,5.00E-04,0.003167,0.001
Otu00529,0.001333,0.000417,0.003833,0.001667,0.000667,0,0,0,0.000333,0.0015,0,0.000333,0,5.00E-04,0.000333
Otu00562,0,0.009583,0.002667,0,0.00825,0.000667,0,0,0,0,0.000833,0.006167,0.002833,0.000333,0
Otu00565,0.000417,0.002167,0.000833,0,0.001583,0.001333,0.000833,0,0.00025,8.30E-05,0,0.002333,0.00225,0.001583,0.000333
Otu00585,0,0,0.001833,0,0.001583,0,0,0.000833,0,0.001,0.000417,0.001083,0.002,0.002083,0
Otu00586,0.001,0.000667,0.001,0,0,0.00075,0.000417,0.001167,0,0,0,0.000667,0.000167,0.00075,0
Otu00589,0.000833,0,0.002083,0.006917,0.000583,0,0,0,0,0.008083,0.000833,0.000333,0.00075,0.001333,0.000583
Otu00590,0.000167,0.002583,8.30E-05,0,0.002083,0,0.00025,0.00025,0.01175,0,0.000583,0.00075,0.0015,0.00075,8.30E-05
Otu00604,0.001083,0.000167,0.00125,0,0.000667,0.00025,0.000333,0.000333,0,0.000167,0.000667,0.000333,0.001,0.000333,0.000583
Otu00610,0.000667,0.0015,0.000667,0,0.001917,0.00175,0.000667,0.001417,0.001333,0,0.000167,0.00125,0.000917,0.001,0.001167
Otu00611,0,0,0.000167,0.004333,0,0,0,0,0,0.00325,0.000417,8.30E-05,0.00025,0.001333,0
Otu00626,0,0,0.000167,0,0.000833,0.00175,0.001917,0.000833,0,0,0.0015,0.00125,0.000583,0.00325,0.00275
Otu00649,0.002667,0.003833,0.001417,0.002917,0.002083,0,0.000417,0,0.00325,0.0015,0.00025,0.001083,0.001333,0,0.00025
Otu00650,0,0,0.000333,0.001417,0.000333,0.000167,0,0.000333,0.00025,0.002667,0.000333,0,0.000917,0.0025,0.001417
Otu00655,0,8.30E-05,0.000333,0,0.00025,0.000417,8.30E-05,0.000917,0.001,0,0.000833,0.00025,0.001333,0.002083,0.0035
Otu00678,0.0035,0.0015,0.001833,0.0035,0.001333,0.000333,8.30E-05,0,0.000417,0.000583,0.000417,0.001167,0,0.00025,0
Otu00682,0,0,0.001083,0,0.000333,5.00E-04,0.000583,0.000417,0,0,0.00075,0.001,0.000833,0.004583,0.001333
Otu00687,0.000167,0.000417,0.000417,0,0.00075,0.000667,5.00E-04,0.002333,0.001083,0.00025,0.000333,0.000583,0.00175,0.00275,0.004
Otu00721,0.002417,0.003917,0.00175,0,0.003167,0,0,0,0.00525,0,0,0.001167,0.0015,0,0
Otu00742,0,0,0.000167,0.004167,0,0,0,0,0,0.003083,0,0,0,0.001333,0.001083
Otu00758,0,0.000667,5.00E-04,0,0,0.00125,0.000833,0.001333,0.000667,0,0.000583,0.001083,0.000417,0.000667,0.000583
Otu00823,0.001583,5.00E-04,0.00125,0,0.0015,0,0.00025,0,0,0.001167,0,0,0,0.000583,0
Otu00853,0.002667,0.002167,0.0025,0,0.002667,0,0,0,0,0,0,0,0,0,0
Otu00862,0.00125,0.001333,0.00125,0,0.001,0.00025,0.000167,0.00025,0.001417,5.00E-04,0.00075,0.000417,0.000917,0,0
Otu00907,5.00E-04,0.001833,0.000583,0,0.000583,0.00075,0,0,0.000833,0,0,0.002,0.003917,0,0
Otu00988,0.001167,0.000333,5.00E-04,0,0.000417,0.000583,5.00E-04,0.000833,0.000833,0,0.000417,0.00075,0.000917,0.00125,0.00175
Otu01024,0,0.002333,0.00025,0,0.001417,0,0,0,0.007333,0,0.000167,0.000417,0.00025,0,0
Otu01118,0.00075,0,0.000417,0,0,0.001,0.000417,0.001083,0,0,0.000333,0.000917,0.000667,0.00025,0.001167
Otu01139,0.000917,0.001333,0.00025,0,0.00025,0.000417,0.000833,0.000583,0.002,0,0.001,0.000167,0.000833,0.00075,0.001
Otu01258,0,0,5.00E-04,0,0.000417,0,0.000917,0,0,0,0.00125,0.00125,0.001917,0.00075,0
Otu01328,0.000583,0,8.30E-05,0,8.30E-05,8.30E-05,0,0.001417,0.000417,0,0.000333,0.000333,0.000333,0.001667,0.001333
